Year,Team,Power 5 School,Games,W,L,Win Pct,RPG,OPP RPG,REB MAR,FGPG,FGAPG,FG%,OPP FGPG,OPP FGAPG,OPP FG%,3FGPG,3FGAPG,3FG%,OPP 3FGPG,OPP 3FGAPG,OPP 3FG%,FTPG,FTAPG,FT%,PPG,OPP PPG,SCR MAR,ASTPG,TOPG,AST/TO Ratio
2016,Villanova (Big East),False,40,35,5,87.5,34.6,33.1,1.6,27.15,56.175,48.3,22.65,56.175,40.3,8.675,23.975,36.2,7.125,21.0,33.9,14.975,19.15,78.2,78.0,63.6,14.4,15.925,11.0,1.45
2016,Kansas (Big 12),True,38,33,5,86.8,38.0,32.5,5.5,28.736842105263158,58.078947368421055,49.5,22.973684210526315,57.89473684210526,39.7,8.0,19.157894736842106,41.8,6.131578947368421,19.105263157894736,32.1,15.81578947368421,22.18421052631579,71.3,81.3,67.6,13.7,15.894736842105264,12.578947368421053,1.26
2016,Little Rock (Sun Belt),False,35,30,5,85.7,34.1,34.2,-0.1,25.314285714285713,55.94285714285714,45.3,20.571428571428573,52.142857142857146,39.5,7.6,19.8,38.4,6.457142857142857,20.6,31.3,12.82857142857143,17.6,72.9,71.1,60.8,10.2,12.885714285714286,10.4,1.24
2016,SMU (AAC),False,30,25,5,83.3,39.4,29.3,10.2,28.6,57.56666666666667,49.7,22.533333333333335,56.333333333333336,40.0,6.466666666666667,15.4,42.0,7.466666666666667,22.533333333333335,33.1,13.633333333333333,19.466666666666665,70.0,77.3,63.4,13.9,17.6,12.4,1.42
2016,Saint Mary's (CA) (WCC),False,35,29,6,82.9,35.0,29.9,5.1,27.17142857142857,53.91428571428571,50.4,22.97142857142857,56.142857142857146,40.9,8.657142857142857,21.34285714285714,40.6,5.828571428571428,17.742857142857144,32.9,10.6,15.4,68.8,73.6,60.9,12.7,16.685714285714287,9.571428571428571,1.74
2016,Chattanooga (SoCon),False,35,29,6,82.9,35.5,32.3,3.2,25.62857142857143,56.08571428571429,45.7,24.742857142857144,56.2,44.0,7.485714285714286,20.82857142857143,35.9,6.714285714285714,20.285714285714285,33.1,17.02857142857143,23.17142857142857,73.5,75.8,67.5,8.2,14.4,12.485714285714286,1.15
2016,Michigan St. (Big Ten),True,35,29,6,82.9,41.5,30.1,11.4,28.82857142857143,59.371428571428574,48.6,22.114285714285714,57.857142857142854,38.2,9.17142857142857,21.114285714285714,43.4,5.828571428571428,18.8,31.0,12.971428571428572,17.8,72.9,79.8,64.1,15.7,20.542857142857144,11.885714285714286,1.73
2016,North Carolina (ACC),True,40,33,7,82.5,40.6,32.0,8.6,30.875,64.025,48.2,24.825,59.625,41.6,5.6,17.125,32.7,7.7,21.25,36.2,15.425,20.65,74.7,82.8,70.0,12.8,17.8,10.775,1.65
2016,Xavier (Big East),False,34,28,6,82.4,40.9,33.4,7.5,27.294117647058822,60.411764705882355,45.2,24.529411764705884,59.11764705882353,41.5,7.5,20.647058823529413,36.3,7.4411764705882355,23.941176470588236,31.1,18.41176470588235,25.205882352941178,73.0,80.5,70.4,10.1,16.11764705882353,12.617647058823529,1.28
2016,SFA (Southland),False,34,28,6,82.4,35.0,32.3,2.7,28.58823529411765,59.8235294117647,47.8,22.470588235294116,51.3235294117647,43.8,7.911764705882353,21.794117647058822,36.3,5.117647058823529,16.0,32.0,15.147058823529411,20.61764705882353,73.5,80.2,63.3,16.9,18.705882352941178,12.088235294117647,1.55
2016,Hawaii (Big West),False,34,28,6,82.4,37.4,33.1,4.3,26.264705882352942,57.26470588235294,45.9,22.470588235294116,56.1764705882353,40.0,6.970588235294118,21.676470588235293,32.2,5.970588235294118,19.676470588235293,30.3,17.558823529411764,25.676470588235293,68.4,77.1,66.7,10.4,15.441176470588236,13.029411764705882,1.19
2016,Oregon (Pac-12),True,38,31,7,81.6,36.4,33.0,3.4,27.394736842105264,58.68421052631579,46.7,24.5,57.86842105263158,42.3,6.842105263157895,19.94736842105263,34.3,7.157894736842105,19.842105263157894,36.1,17.05263157894737,23.86842105263158,71.4,78.7,68.8,9.9,13.605263157894736,11.342105263157896,1.2
2016,Valparaiso (Horizon),False,37,30,7,81.1,41.5,32.6,8.8,26.054054054054053,58.86486486486486,44.3,21.405405405405407,55.729729729729726,38.4,8.054054054054054,22.405405405405407,35.9,6.081081081081081,18.45945945945946,32.9,15.027027027027026,20.783783783783782,72.3,75.2,62.8,12.4,14.216216216216216,12.945945945945946,1.1
2016,Stony Brook (America East),False,33,26,7,78.8,39.8,32.1,7.7,28.272727272727273,60.39393939393939,46.8,23.333333333333332,57.18181818181818,40.8,6.666666666666667,18.09090909090909,36.9,6.424242424242424,19.666666666666668,32.7,13.0,19.272727272727273,67.5,76.2,64.1,12.1,16.393939393939394,11.484848484848484,1.43
2016,UAB (C-USA),False,33,26,7,78.8,38.1,34.7,3.4,28.545454545454547,59.72727272727273,47.8,25.484848484848484,61.121212121212125,41.7,7.575757575757576,20.363636363636363,37.2,7.0606060606060606,21.575757575757574,32.7,14.303030303030303,19.818181818181817,72.2,79.0,70.4,8.6,18.424242424242426,12.545454545454545,1.47
