Year,Team,Power 5 School,Placement,Seed,Berth type,Overall rank,Win Pct,SCR MAR,REB MAR,FG%,FT%,3FG%,OPP FG%,OPP 3FG%,AST/TO Ratio
2016,Villanova (Big East),False,1.0,2.0,At-large,7.0,87.5,14.4,1.6,48.3,78.2,36.2,40.3,33.9,1.45
2016,Kansas (Big 12),True,8.0,1.0,Auto,1.0,86.8,13.7,5.5,49.5,71.3,41.8,39.7,32.1,1.26
2016,Little Rock (Sun Belt),False,32.0,12.0,Auto,48.0,85.7,10.2,-0.1,45.3,72.9,38.4,39.5,31.3,1.24
2016,SMU (AAC),False,DNP,DNP,DNP,DNP,83.3,13.9,10.2,49.7,70.0,42.0,40.0,33.1,1.42
2016,Saint Mary's (CA) (WCC),False,DNP,DNP,DNP,DNP,82.9,12.7,5.1,50.4,68.8,40.6,40.9,32.9,1.74
2016,Chattanooga (SoCon),False,64.0,12.0,Auto,47.0,82.9,8.2,3.2,45.7,73.5,35.9,44.0,33.1,1.15
2016,Michigan St. (Big Ten),True,64.0,2.0,Auto,5.0,82.9,15.7,11.4,48.6,72.9,43.4,38.2,31.0,1.73
2016,North Carolina (ACC),True,2.0,1.0,Auto,2.0,82.5,12.8,8.6,48.2,74.7,32.7,41.6,36.2,1.65
2016,Xavier (Big East),False,32.0,2.0,At-large,8.0,82.4,10.1,7.5,45.2,73.0,36.3,41.5,31.1,1.28
2016,SFA (Southland),False,32.0,14.0,Auto,58.0,82.4,16.9,2.7,47.8,73.5,36.3,43.8,32.0,1.55
2016,Hawaii (Big West),False,32.0,13.0,Auto,52.0,82.4,10.4,4.3,45.9,68.4,32.2,40.0,30.3,1.19
2016,Oregon (Pac-12),True,8.0,1.0,Auto,4.0,81.6,9.9,3.4,46.7,71.4,34.3,42.3,36.1,1.2
2016,Valparaiso (Horizon),False,DNP,DNP,DNP,DNP,81.1,12.4,8.8,44.3,72.3,35.9,38.4,32.9,1.1
2016,Stony Brook (America East),False,64.0,13.0,Auto,53.0,78.8,12.1,7.7,46.8,67.5,36.9,40.8,32.7,1.43
2016,UAB (C-USA),False,DNP,DNP,DNP,DNP,78.8,8.6,3.4,47.8,72.2,37.2,41.7,32.7,1.47
2016,Virginia (ACC),True,8.0,1.0,At-large,3.0,78.4,10.9,3.8,49.1,75.2,40.3,42.0,34.7,1.6
2016,Oklahoma (Big 12),True,4.0,2.0,At-large,6.0,78.4,8.6,2.1,45.8,72.2,42.2,41.2,33.7,1.11
2016,Monmouth (MAAC),False,DNP,DNP,DNP,DNP,77.8,7.1,-0.5,43.5,76.8,36.6,39.5,31.5,1.0
2016,Gonzaga (WCC),False,16.0,11.0,Auto,44.0,77.8,13.3,7.4,48.6,75.8,38.0,39.6,29.8,1.2
2016,Saint Joseph's (Atlantic 10),False,32.0,8.0,Auto,32.0,77.8,7.2,2.8,45.3,71.6,32.7,41.7,31.1,1.48
2016,Indiana (Big Ten),True,16.0,5.0,At-large,17.0,77.1,12.7,6.5,50.2,73.1,41.6,44.4,34.3,1.18
2016,Miami (FL) (ACC),True,16.0,3.0,At-large,10.0,77.1,7.8,2.0,47.9,74.9,37.5,43.1,34.4,1.14
2016,Yale (Ivy League),False,32.0,12.0,Auto,49.0,76.7,11.1,10.9,46.9,67.0,36.3,41.0,32.4,1.14
2016,South Dakota St. (Summit League),False,64.0,12.0,Auto,50.0,76.5,8.1,5.2,45.0,74.3,35.7,41.8,33.3,0.95
