,Year,Team,Power 5 School,Games,W,L,Win Pct,RPG,OPP RPG,REB MAR,FGPG,FGAPG,FG%,OPP FGPG,OPP FGAPG,OPP FG%,3FGPG,3FGAPG,3FG%,OPP 3FGPG,OPP 3FGAPG,OPP 3FG%,FTPG,FTAPG,FT%,PPG,OPP PPG,SCR MAR,ASTPG,TOPG,AST/TO Ratio,Seed,Record,Berth type,Overall rank,Placement
25,2015,Kansas (Big 12),True,36,27,9,75.0,37.9,34.1,3.8,24.13888888888889,54.888888888888886,44.0,22.916666666666668,57.888888888888886,39.6,5.916666666666667,15.61111111111111,37.9,5.833333333333333,18.5,31.5,16.944444444444443,23.38888888888889,72.4,71.1,64.8,6.3,13.194444444444445,12.86111111111111,1.03,2.0,26–8,At-large,8.0,32.0
26,2015,Davidson (Atlantic 10),False,32,24,8,75.0,35.8,35.4,0.4,28.0625,60.125,46.7,25.4375,57.4375,44.3,10.71875,27.40625,39.1,5.65625,18.6875,30.3,12.1875,17.28125,70.5,79.0,69.4,9.6,17.09375,9.46875,1.81,10.0,24–7,At-large,38.0,64.0
27,2015,Eastern Wash. (Big Sky),False,35,26,9,74.3,33.8,33.9,-0.1,27.914285714285715,58.42857142857143,47.8,25.742857142857144,57.17142857142857,45.0,9.82857142857143,24.571428571428573,40.0,7.9714285714285715,20.571428571428573,38.8,14.914285714285716,20.542857142857144,72.6,80.6,73.9,6.6,12.971428571428572,10.742857142857142,1.21,13.0,26–8,Auto,53.0,64.0
28,2015,Utah (Pac-12),True,35,26,9,74.3,34.4,29.7,4.7,24.257142857142856,50.285714285714285,48.2,20.114285714285717,52.34285714285714,38.4,7.542857142857143,18.685714285714287,40.4,4.828571428571428,15.342857142857143,31.5,15.257142857142858,21.714285714285715,70.3,71.3,57.1,14.2,13.971428571428572,11.628571428571428,1.2,5.0,24–8,At-large,17.0,16.0
29,2015,Sam Houston (Southland),False,35,26,9,74.3,40.3,32.9,7.3,24.17142857142857,56.371428571428574,42.9,20.685714285714287,53.114285714285714,38.9,7.6,23.085714285714285,32.9,4.885714285714286,15.428571428571429,31.7,18.114285714285717,25.65714285714286,70.6,74.1,60.0,14.0,14.742857142857142,13.0,1.13,DNP,DNP,DNP,DNP,DNP
30,2015,Iona (MAAC),False,35,26,9,74.3,36.0,37.7,-1.7,27.142857142857142,58.6,46.3,26.77142857142857,63.08571428571429,42.4,9.82857142857143,24.82857142857143,39.6,7.142857142857143,20.142857142857142,35.5,15.371428571428572,21.942857142857143,70.1,79.5,73.3,6.2,16.37142857142857,12.2,1.34,DNP,DNP,DNP,DNP,DNP
31,2015,Boise St. (Mountain West),False,34,25,9,73.5,32.9,30.3,2.6,24.44117647058824,53.61764705882353,45.6,21.47058823529412,51.588235294117645,41.6,8.735294117647058,22.294117647058822,39.2,5.735294117647059,18.58823529411765,30.9,12.676470588235292,17.38235294117647,72.9,70.3,60.1,10.1,12.029411764705882,10.235294117647058,1.18,11.0,25–8,At-large,45.0,68.0
32,2015,Iowa St. (Big 12),True,34,25,9,73.5,35.9,35.2,0.7,27.647058823529413,58.02941176470589,47.6,25.47058823529412,61.20588235294117,41.6,7.735294117647059,21.352941176470587,36.2,7.294117647058823,21.029411764705884,34.7,14.764705882352942,21.205882352941178,69.6,77.8,69.0,8.8,16.058823529411764,11.029411764705882,1.46,3.0,25–8,Auto,9.0,64.0
33,2015,Harvard (Ivy League),False,30,22,8,73.3,34.2,30.9,3.3,22.366666666666667,51.6,43.3,20.466666666666665,50.66666666666666,40.4,4.866666666666666,13.733333333333333,35.4,5.466666666666667,16.433333333333334,33.3,14.6,20.3,71.9,64.2,57.6,6.6,12.8,11.633333333333333,1.1,13.0,22–7,Auto,52.0,64.0
34,2015,Albany (NY) (America East),False,33,24,9,72.7,33.6,29.2,4.4,22.09090909090909,50.48484848484848,43.8,21.12121212121212,50.21212121212121,42.1,6.212121212121212,17.333333333333332,35.8,7.575757575757576,20.90909090909091,36.2,14.93939393939394,19.696969696969692,75.8,65.3,60.5,4.8,10.575757575757576,11.545454545454543,0.92,14.0,24–8,Auto,58.0,64.0
35,2015,Green Bay (Horizon),False,33,24,9,72.7,35.6,33.1,2.5,25.12121212121212,54.78787878787879,45.9,21.12121212121212,52.09090909090909,40.5,4.2727272727272725,14.545454545454543,29.4,5.212121212121212,15.87878787878788,32.8,13.727272727272728,21.363636363636363,64.3,68.2,60.8,7.5,14.12121212121212,11.848484848484848,1.19,DNP,DNP,DNP,DNP,DNP
36,2015,VCU (Atlantic 10),False,36,26,10,72.2,35.5,36.6,-1.2,24.88888888888889,59.41666666666666,41.9,22.83333333333333,52.55555555555556,43.4,8.13888888888889,23.72222222222222,34.3,6.361111111111111,18.444444444444443,34.5,14.555555555555555,22.13888888888889,65.7,72.5,65.8,6.7,12.666666666666666,10.666666666666666,1.19,7.0,26–9,Auto,28.0,64.0
37,2015,Oregon (Pac-12),True,36,26,10,72.2,36.1,34.8,1.3,27.55555555555556,59.52777777777778,46.3,25.05555555555556,59.333333333333336,42.2,7.305555555555555,20.166666666666668,36.2,6.444444444444445,19.55555555555556,33.0,12.944444444444445,17.0,76.1,75.4,70.8,4.5,14.11111111111111,11.694444444444445,1.21,8.0,25–9,At-large,30.0,32.0
38,2015,Central Mich. (MAC),False,32,23,9,71.9,33.8,33.7,0.1,26.5,56.75,46.7,24.375,54.75,44.5,10.0625,27.0,37.3,6.90625,19.96875,34.6,15.1875,20.9375,72.5,78.3,68.3,9.9,14.0,10.15625,1.38,DNP,DNP,DNP,DNP,DNP
39,2015,Wyoming (Mountain West),False,35,25,10,71.4,29.9,30.1,-0.1,21.34285714285714,46.25714285714286,46.1,20.428571428571427,50.71428571428572,40.3,5.971428571428572,18.34285714285714,32.6,6.257142857142857,18.0,34.8,12.8,18.228571428571428,70.2,61.5,56.4,5.1,14.314285714285717,11.2,1.28,12.0,25–9,Auto,47.0,64.0
40,2015,West Virginia (Big 12),True,35,25,10,71.4,36.3,33.4,2.9,24.914285714285715,61.08571428571429,40.8,21.77142857142857,46.457142857142856,46.9,6.485714285714286,20.542857142857144,31.6,5.457142857142857,14.942857142857145,36.5,16.314285714285713,24.65714285714286,66.2,72.6,66.8,5.8,14.114285714285714,12.942857142857145,1.09,5.0,23–9,At-large,19.0,16.0
41,2015,BYU (WCC),False,35,25,10,71.4,38.5,33.9,4.7,27.88571428571429,59.71428571428572,46.7,25.542857142857144,58.62857142857143,43.6,8.571428571428571,21.8,39.3,6.228571428571429,19.02857142857143,32.7,19.4,25.314285714285717,76.6,83.7,73.2,10.6,16.97142857142857,11.914285714285716,1.42,11.0,25–9,At-large,44.0,68.0
42,2015,Georgia St. (Sun Belt),False,35,25,10,71.4,31.9,33.3,-1.4,25.77142857142857,53.65714285714286,48.0,20.257142857142856,52.17142857142857,38.8,4.971428571428572,14.914285714285716,33.3,7.171428571428572,21.914285714285715,32.7,14.885714285714286,20.542857142857144,72.5,71.4,62.4,9.0,13.685714285714283,10.457142857142856,1.31,14.0,24–9,Auto,55.0,32.0
43,2015,Ga. Southern (Sun Belt),False,31,22,9,71.0,37.4,35.5,2.0,23.64516129032258,56.935483870967744,41.5,21.29032258064516,54.193548387096776,39.3,7.548387096774194,23.870967741935484,31.6,6.129032258064516,20.06451612903226,30.5,13.290322580645162,19.870967741935484,66.9,68.1,60.2,8.0,11.64516129032258,11.774193548387096,0.99,DNP,DNP,DNP,DNP,DNP
44,2015,Baylor (Big 12),True,34,24,10,70.6,39.2,30.9,8.3,23.91176470588235,55.11764705882353,43.4,21.705882352941178,54.0,40.2,6.941176470588236,18.41176470588235,37.7,5.764705882352941,19.205882352941178,30.0,14.323529411764708,21.264705882352946,67.4,69.1,60.2,8.9,14.617647058823527,12.764705882352942,1.15,3.0,24–9,At-large,10.0,64.0
45,2015,Coastal Carolina (Big South),False,34,24,10,70.6,39.3,31.3,8.0,24.58823529411765,55.85294117647059,44.0,21.294117647058822,53.73529411764706,39.6,6.705882352941177,18.61764705882353,36.0,7.117647058823529,21.91176470588235,32.5,15.823529411764708,22.94117647058824,69.0,71.7,62.4,9.3,11.323529411764708,11.735294117647058,0.96,16.0,24–9,Auto,64.0,64.0
46,2015,Temple (AAC),False,37,26,11,70.3,38.1,37.0,1.1,22.513513513513512,58.08108108108108,38.8,21.7027027027027,55.13513513513514,39.4,6.351351351351352,20.864864864864863,30.4,5.675675675675675,18.08108108108108,31.4,14.45945945945946,20.67567567567568,69.9,65.8,61.2,4.7,12.35135135135135,9.513513513513514,1.3,DNP,DNP,DNP,DNP,DNP
47,2015,Buffalo (MAC),False,33,23,10,69.7,38.2,35.2,2.9,25.363636363636363,58.24242424242424,43.5,24.09090909090909,57.0,42.3,6.03030303030303,17.666666666666668,34.1,7.121212121212121,21.60606060606061,33.0,17.848484848484848,24.818181818181817,71.9,74.6,68.3,6.3,13.12121212121212,11.454545454545457,1.15,12.0,23–9,Auto,48.0,64.0
48,2015,North Dakota St. (Summit League),False,33,23,10,69.7,33.3,31.6,1.7,22.51515151515152,51.90909090909091,43.4,22.03030303030303,52.30303030303031,42.1,6.96969696969697,18.181818181818183,38.3,6.454545454545454,17.515151515151516,36.9,12.87878787878788,18.60606060606061,69.2,64.9,62.3,2.6,9.545454545454543,9.848484848484848,0.97,15.0,23–9,Auto,62.0,64.0
49,2015,High Point (Big South),False,33,23,10,69.7,32.9,32.5,0.5,26.12121212121212,55.03030303030303,47.5,23.96969696969697,55.06060606060606,43.5,6.242424242424242,16.21212121212121,38.5,7.575757575757576,21.63636363636364,35.0,14.454545454545457,19.666666666666668,73.5,72.9,67.6,5.3,14.757575757575758,11.393939393939394,1.3,DNP,DNP,DNP,DNP,DNP
50,2015,Rhode Island (Atlantic 10),False,33,23,10,69.7,35.8,32.8,3.1,23.545454545454547,52.48484848484848,44.9,20.545454545454547,51.15151515151515,40.2,4.424242424242424,14.606060606060606,30.3,3.636363636363636,13.696969696969695,26.5,16.12121212121212,24.60606060606061,65.5,67.6,60.2,7.5,13.030303030303031,13.727272727272728,0.95,DNP,DNP,DNP,DNP,DNP
51,2015,Michigan St. (Big Ten),True,39,27,12,69.2,37.4,32.0,5.4,26.0,55.92307692307692,46.5,21.35897435897436,53.94871794871795,39.6,7.538461538461538,19.56410256410257,38.5,5.743589743589744,18.256410256410252,31.5,11.564102564102564,18.307692307692307,63.2,71.1,63.6,7.5,16.564102564102566,11.307692307692308,1.46,7.0,23–11,At-large,25.0,4.0
52,2015,Chattanooga (SoCon),False,32,22,10,68.8,34.9,33.6,1.3,24.78125,54.78125,45.2,23.125,54.09375,42.7,6.78125,19.375,35.0,5.125,14.9375,34.3,16.3125,23.8125,68.5,72.7,66.9,5.8,12.0,13.0625,0.92,DNP,DNP,DNP,DNP,DNP
53,2015,Yale (Ivy League),False,32,22,10,68.8,35.6,29.9,5.7,23.125,52.09375,44.4,21.8125,52.46875,41.6,6.875,18.59375,37.0,5.34375,17.25,31.0,14.5,20.40625,71.1,67.6,60.3,7.3,13.65625,12.6875,1.08,DNP,DNP,DNP,DNP,DNP
54,2015,South Dakota St. (Summit League),False,35,24,11,68.6,35.8,34.1,1.7,24.77142857142857,54.8,45.2,22.34285714285714,54.62857142857143,40.9,8.0,20.914285714285715,38.3,5.914285714285715,17.6,33.6,15.885714285714286,22.285714285714285,71.3,73.4,65.1,8.4,12.228571428571428,11.4,1.07,DNP,DNP,DNP,DNP,DNP
55,2015,Ohio St. (Big Ten),True,35,24,11,68.6,35.5,33.4,2.1,27.542857142857144,57.0,48.3,22.571428571428573,55.97142857142857,40.3,6.742857142857143,18.2,37.0,6.8,21.114285714285717,32.2,13.457142857142856,19.8,68.0,75.3,62.9,12.4,15.257142857142858,11.314285714285717,1.35,10.0,23–10,At-large,39.0,32.0
56,2015,Oklahoma (Big 12),True,35,24,11,68.6,38.1,36.5,1.6,25.285714285714285,58.142857142857146,43.5,22.685714285714287,58.77142857142857,38.6,6.742857142857143,19.65714285714286,34.3,6.428571428571429,20.285714285714285,31.7,14.142857142857142,19.085714285714285,74.1,71.5,62.7,8.7,12.285714285714286,11.971428571428572,1.03,3.0,22–10,At-large,11.0,16.0
57,2015,North Carolina (ACC),True,38,26,12,68.4,40.6,32.9,7.7,28.92105263157895,60.76315789473684,47.6,23.394736842105264,58.73684210526316,39.8,4.842105263157895,13.526315789473683,35.8,6.5,21.63157894736842,30.0,15.026315789473683,21.42105263157895,70.1,77.7,68.8,8.9,17.394736842105264,12.657894736842104,1.37,4.0,24–11,At-large,13.0,16.0
58,2015,Saint Mary's (CA) (WCC),False,31,21,10,67.7,36.0,29.1,6.9,24.258064516129032,53.064516129032256,45.7,22.90322580645161,53.54838709677419,42.8,7.258064516129032,19.451612903225808,37.3,5.67741935483871,17.06451612903226,33.3,13.290322580645162,18.580645161290324,71.5,69.1,64.0,5.1,15.03225806451613,12.096774193548388,1.24,DNP,DNP,DNP,DNP,DNP
59,2015,Cincinnati (AAC),False,34,23,11,67.6,34.6,30.1,4.5,22.38235294117647,50.14705882352941,44.6,20.58823529411765,53.05882352941177,38.8,4.911764705882353,14.911764705882351,32.9,5.647058823529412,17.676470588235293,31.9,12.470588235294118,18.61764705882353,67.0,62.1,55.8,6.3,11.588235294117649,12.705882352941176,0.91,8.0,22–10,At-large,29.0,32.0
60,2015,Tulsa (AAC),False,34,23,11,67.6,36.6,34.6,2.0,22.294117647058822,53.52941176470589,41.6,21.235294117647054,53.97058823529412,39.3,5.529411764705882,17.235294117647058,32.1,7.029411764705882,20.852941176470587,33.7,14.235294117647058,21.94117647058824,64.9,64.4,60.7,3.6,11.029411764705882,11.441176470588236,0.96,DNP,DNP,DNP,DNP,DNP
61,2015,Butler (Big East),False,34,23,11,67.6,36.4,30.9,5.6,23.94117647058824,55.35294117647059,43.3,21.764705882352946,52.5,41.5,5.647058823529412,15.882352941176473,35.6,5.5,17.941176470588236,30.7,15.470588235294118,22.558823529411764,68.6,69.0,61.0,8.0,11.382352941176473,11.058823529411764,1.03,6.0,22–10,At-large,23.0,32.0
62,2015,New Mexico St. (WAC),False,34,23,11,67.6,35.3,28.9,6.4,23.764705882352946,51.41176470588236,46.2,22.176470588235293,52.20588235294117,42.5,4.852941176470588,13.235294117647058,36.7,3.794117647058824,12.411764705882351,30.6,15.735294117647058,22.676470588235293,69.4,68.1,59.8,8.3,11.941176470588236,13.823529411764708,0.86,15.0,23–10,Auto,59.0,64.0
63,2015,Evansville (MVC),False,36,24,12,66.7,32.4,31.4,1.0,24.97222222222222,51.5,48.5,23.5,54.75,42.9,4.25,11.97222222222222,35.5,6.611111111111111,18.694444444444443,35.4,16.694444444444443,22.30555555555556,74.8,70.9,65.6,5.3,15.944444444444445,12.666666666666666,1.26,DNP,DNP,DNP,DNP,DNP
64,2015,USC Upstate (ASUN),False,36,24,12,66.7,38.1,34.3,3.9,26.05555555555556,59.0,44.2,21.75,55.333333333333336,39.3,8.055555555555555,23.97222222222222,33.6,6.833333333333333,22.22222222222222,30.8,11.47222222222222,17.52777777777778,65.5,71.6,61.1,10.6,14.833333333333334,10.833333333333334,1.37,DNP,DNP,DNP,DNP,DNP
65,2015,FGCU (ASUN),False,33,22,11,66.7,38.1,35.1,3.0,24.666666666666668,57.06060606060606,43.2,22.393939393939394,56.66666666666666,39.5,5.96969696969697,17.727272727272727,33.7,5.787878787878788,20.24242424242424,28.6,12.090909090909092,18.272727272727277,66.2,67.4,63.2,4.2,14.151515151515152,11.696969696969695,1.21,DNP,DNP,DNP,DNP,DNP
66,2015,Belmont (OVC),False,33,22,11,66.7,33.1,32.7,0.4,26.0,54.63636363636363,47.6,25.87878787878788,57.24242424242424,45.2,9.969696969696969,26.24242424242424,38.0,7.212121212121212,20.96969696969697,34.4,12.272727272727272,17.727272727272727,69.2,74.2,70.6,3.6,15.272727272727272,13.666666666666666,1.12,15.0,22–10,Auto,60.0,64.0
67,2015,LSU (SEC),True,33,22,11,66.7,39.2,36.9,2.3,27.03030303030303,59.45454545454545,45.5,24.96969696969697,62.18181818181818,40.2,5.727272727272728,16.90909090909091,33.9,5.606060606060606,18.151515151515152,30.9,13.636363636363637,19.939393939393938,68.4,73.4,67.7,5.8,15.636363636363637,14.424242424242424,1.08,9.0,22–10,At-large,35.0,64.0
68,2015,Georgetown (Big East),False,33,22,11,66.7,34.9,32.0,2.9,24.21212121212121,53.121212121212125,45.6,21.151515151515152,52.0,40.7,6.090909090909091,17.242424242424242,35.3,6.666666666666667,18.424242424242426,36.2,16.393939393939394,23.303030303030305,70.4,70.9,65.2,5.7,12.93939393939394,12.575757575757576,1.03,4.0,21–10,At-large,16.0,32.0
69,2015,UTEP (C-USA),False,33,22,11,66.7,34.5,33.6,1.0,24.24242424242424,52.03030303030303,46.6,23.03030303030303,55.51515151515152,41.5,5.606060606060606,15.333333333333334,36.6,5.96969696969697,17.757575757575758,33.6,15.06060606060606,22.78787878787879,66.1,69.2,63.8,5.4,13.696969696969695,12.303030303030305,1.11,DNP,DNP,DNP,DNP,DNP
70,2015,Miami (FL) (ACC),True,38,25,13,65.8,34.7,33.9,0.8,23.105263157894736,54.026315789473685,42.8,23.36842105263158,55.55263157894737,42.1,7.684210526315789,21.473684210526315,35.8,6.105263157894737,18.86842105263158,32.4,14.31578947368421,19.18421052631579,74.6,68.2,63.3,4.9,12.842105263157896,10.13157894736842,1.27,DNP,DNP,DNP,DNP,DNP
71,2015,Kent St. (MAC),False,35,23,12,65.7,34.9,33.7,1.2,22.77142857142857,53.371428571428574,42.7,21.714285714285715,53.05714285714286,40.9,7.142857142857143,19.8,36.1,5.0285714285714285,15.771428571428572,31.9,13.4,20.37142857142857,65.8,66.1,62.9,3.2,10.514285714285714,11.228571428571428,0.94,DNP,DNP,DNP,DNP,DNP
72,2015,Northeastern (CAA),False,35,23,12,65.7,33.1,28.0,5.1,23.942857142857143,49.285714285714285,48.6,25.0,55.77142857142857,44.8,5.8,15.028571428571428,38.6,5.514285714285714,16.02857142857143,34.4,14.8,20.37142857142857,72.7,68.5,65.1,3.4,14.285714285714286,13.8,1.04,14.0,23–11,Auto,56.0,64.0
73,2015,North Florida (ASUN),False,35,23,12,65.7,34.9,33.9,0.9,25.62857142857143,54.57142857142857,47.0,25.114285714285717,58.08571428571429,43.2,9.057142857142855,23.142857142857142,39.1,5.0285714285714285,16.142857142857142,31.2,15.428571428571429,21.34285714285714,72.3,75.7,68.1,7.6,14.457142857142856,12.457142857142856,1.16,16.0,23–11,Auto,65.0,68.0
74,2015,St. Francis Brooklyn (NEC),False,35,23,12,65.7,38.9,32.2,6.7,23.914285714285715,57.285714285714285,41.7,22.37142857142857,52.54285714285714,42.6,5.571428571428571,18.914285714285715,29.5,5.114285714285714,13.914285714285716,36.8,15.685714285714283,23.114285714285717,67.9,69.1,64.6,4.5,12.314285714285717,13.114285714285714,0.94,DNP,DNP,DNP,DNP,DNP
75,2015,Stony Brook (America East),False,35,23,12,65.7,39.9,31.6,8.3,23.857142857142858,57.114285714285714,41.8,21.02857142857143,53.08571428571429,39.6,5.457142857142857,16.457142857142856,33.2,6.457142857142857,18.914285714285715,34.1,12.257142857142858,18.485714285714284,66.3,65.4,60.1,5.4,12.0,11.885714285714286,1.01,DNP,DNP,DNP,DNP,DNP
76,2015,Alabama St. (SWAC),False,29,19,10,65.5,39.7,34.4,5.2,26.24137931034483,59.93103448275862,43.8,23.82758620689655,57.172413793103445,41.7,5.931034482758621,16.551724137931036,35.8,5.965517241379311,17.586206896551722,33.9,13.655172413793103,21.0,65.0,72.1,66.8,5.3,13.551724137931034,13.689655172413794,0.99,DNP,DNP,DNP,DNP,DNP
77,2015,Loyola Chicago (MVC),False,37,24,13,64.9,29.1,30.3,-1.1,22.72972972972973,48.0,47.4,22.10810810810811,51.16216216216216,43.2,6.054054054054054,15.432432432432432,39.2,6.108108108108108,19.027027027027028,32.1,11.297297297297296,16.43243243243243,68.8,62.8,60.4,2.4,13.216216216216216,12.594594594594597,1.05,DNP,DNP,DNP,DNP,DNP
78,2015,Stanford (Pac-12),True,37,24,13,64.9,36.8,32.6,4.2,24.54054054054054,56.45945945945946,43.5,23.43243243243243,55.35135135135136,42.3,6.648648648648648,17.594594594594593,37.8,6.675675675675675,17.864864864864863,37.4,16.594594594594593,22.864864864864863,72.6,72.3,67.3,5.0,11.756756756756756,10.783783783783784,1.09,DNP,DNP,DNP,DNP,DNP
79,2015,Radford (Big South),False,34,22,12,64.7,36.5,33.6,2.9,26.235294117647054,57.23529411764706,45.8,24.235294117647054,56.61764705882353,42.8,6.235294117647059,18.647058823529413,33.4,5.382352941176471,16.176470588235293,33.3,14.117647058823527,20.44117647058824,69.1,72.8,67.7,5.1,13.235294117647058,12.0,1.1,DNP,DNP,DNP,DNP,DNP
80,2015,Iowa (Big Ten),True,34,22,12,64.7,37.5,33.4,4.1,24.147058823529413,56.02941176470589,43.1,22.176470588235293,55.97058823529412,39.6,5.647058823529412,16.941176470588236,33.3,6.676470588235294,20.47058823529412,32.6,15.823529411764708,21.264705882352946,74.4,69.8,62.3,7.4,14.176470588235292,11.088235294117649,1.28,7.0,21–11,At-large,27.0,32.0
81,2015,Providence (Big East),False,34,22,12,64.7,36.1,32.1,4.0,24.352941176470587,55.55882352941177,43.8,22.352941176470587,53.05882352941177,42.1,5.029411764705882,16.058823529411764,31.3,6.411764705882353,19.235294117647054,33.3,15.970588235294118,22.58823529411765,70.7,69.7,65.5,4.2,13.941176470588236,11.970588235294118,1.16,6.0,22–11,At-large,22.0,64.0
82,2015,Bowling Green (MAC),False,33,21,12,63.6,35.0,33.6,1.4,23.57575757575757,54.72727272727273,43.1,22.060606060606062,53.45454545454545,41.3,6.606060606060606,19.60606060606061,33.7,6.636363636363637,20.09090909090909,33.0,12.727272727272728,17.818181818181817,71.4,66.5,62.9,3.6,12.303030303030305,11.696969696969695,1.05,DNP,DNP,DNP,DNP,DNP
83,2015,Sacramento St. (Big Sky),False,33,21,12,63.6,29.5,31.5,-2.0,25.484848484848484,52.39393939393939,48.6,24.60606060606061,52.81818181818182,46.6,6.303030303030303,15.454545454545457,40.8,6.696969696969697,19.545454545454547,34.3,13.696969696969695,18.60606060606061,73.6,71.0,68.2,2.8,14.12121212121212,10.757575757575758,1.31,DNP,DNP,DNP,DNP,DNP
84,2015,Eastern Ky. (OVC),False,33,21,12,63.6,26.5,33.3,-6.8,24.78787878787879,53.42424242424242,46.4,22.181818181818183,49.48484848484848,44.8,9.06060606060606,25.363636363636363,35.7,7.787878787878788,20.0,38.9,13.272727272727272,17.03030303030303,77.9,71.9,63.6,8.3,15.0,11.333333333333334,1.32,DNP,DNP,DNP,DNP,DNP
85,2015,Georgia (SEC),True,33,21,12,63.6,38.2,33.8,4.3,22.63636363636364,52.42424242424242,43.2,22.21212121212121,57.06060606060606,38.9,5.575757575757576,16.303030303030305,34.2,6.2727272727272725,20.151515151515152,31.1,17.333333333333332,25.03030303030303,69.2,68.2,64.4,3.8,12.454545454545457,12.727272727272728,0.98,10.0,21–11,At-large,40.0,64.0
86,2015,Texas A&M (SEC),True,33,21,12,63.6,36.3,31.7,4.6,24.393939393939394,53.87878787878788,45.3,21.303030303030305,53.0,40.2,5.484848484848484,15.787878787878787,34.7,7.03030303030303,22.666666666666668,31.0,13.484848484848484,20.484848484848484,65.8,67.8,62.9,4.8,14.696969696969695,12.424242424242424,1.18,DNP,DNP,DNP,DNP,DNP
87,2015,NJIT (Independent),False,33,21,12,63.6,33.7,34.2,-0.5,24.484848484848484,53.57575757575758,45.7,21.87878787878788,54.57575757575758,40.1,8.454545454545455,22.484848484848484,37.6,6.636363636363637,19.424242424242426,34.2,14.333333333333334,20.60606060606061,69.6,71.8,67.5,4.2,14.909090909090908,13.636363636363637,1.09,DNP,DNP,DNP,DNP,DNP
88,2015,Rider (MAAC),False,33,21,12,63.6,34.3,33.8,0.5,23.75757575757576,54.24242424242424,43.8,21.393939393939394,51.87878787878788,41.2,6.0606060606060606,18.151515151515152,33.4,6.515151515151516,19.939393939393938,32.7,11.666666666666666,19.33333333333333,60.3,65.2,63.7,1.5,12.12121212121212,12.515151515151516,0.97,DNP,DNP,DNP,DNP,DNP
89,2015,St. John's (NY) (Big East),False,33,21,12,63.6,35.3,39.2,-3.8,25.303030303030305,57.27272727272727,44.2,24.03030303030303,59.03030303030303,40.7,6.0,17.242424242424242,34.8,6.96969696969697,21.12121212121212,33.0,14.393939393939394,20.818181818181817,69.1,71.0,67.9,3.1,12.363636363636363,10.666666666666666,1.16,9.0,21–11,At-large,33.0,64.0
90,2015,ULM (Sun Belt),False,38,24,14,63.2,36.8,33.6,3.2,24.289473684210527,56.89473684210526,42.7,21.57894736842105,55.68421052631579,38.8,5.052631578947368,16.68421052631579,30.3,5.842105263157895,19.68421052631579,29.7,10.947368421052632,15.342105263157896,71.4,64.6,60.5,4.1,13.078947368421051,11.552631578947368,1.13,DNP,DNP,DNP,DNP,DNP
91,2015,George Washington (Atlantic 10),False,35,22,13,62.9,36.5,32.8,3.7,23.62857142857143,53.91428571428571,43.8,22.457142857142856,55.57142857142857,40.4,5.485714285714286,15.571428571428571,35.2,6.085714285714285,19.057142857142857,31.9,14.514285714285714,21.542857142857144,67.4,67.3,62.0,5.3,11.657142857142857,12.0,0.97,DNP,DNP,DNP,DNP,DNP
92,2015,Hawaii (Big West),False,35,22,13,62.9,35.2,36.2,-1.1,25.742857142857144,58.74285714285714,43.8,22.571428571428573,54.65714285714286,41.3,6.457142857142857,20.057142857142857,32.2,6.4,18.8,34.0,14.942857142857145,21.77142857142857,68.6,72.9,68.2,4.7,13.285714285714286,13.342857142857143,1.0,DNP,DNP,DNP,DNP,DNP
93,2015,Illinois St. (MVC),False,35,22,13,62.9,35.9,31.7,4.2,24.17142857142857,55.6,43.5,21.257142857142856,51.285714285714285,41.4,6.057142857142857,17.6,34.4,5.514285714285714,17.0,32.4,13.742857142857142,19.257142857142856,71.4,68.1,62.0,6.1,11.657142857142857,12.82857142857143,0.91,DNP,DNP,DNP,DNP,DNP
94,2015,Texas Southern (SWAC),False,35,22,13,62.9,34.1,34.1,0.0,23.37142857142857,52.57142857142857,44.5,25.2,56.65714285714286,44.5,5.285714285714286,16.4,32.2,5.514285714285714,16.02857142857143,34.4,16.257142857142856,24.6,66.1,68.3,68.2,0.1,10.714285714285714,12.971428571428572,0.83,15.0,22–12,Auto,61.0,64.0
95,2015,Western Ky. (C-USA),False,32,20,12,62.5,37.2,35.2,2.0,24.78125,57.0,43.5,23.90625,56.78125,42.1,7.75,21.40625,36.2,6.53125,19.96875,32.7,14.09375,21.5625,65.4,71.4,67.2,4.3,14.25,12.90625,1.1,DNP,DNP,DNP,DNP,DNP
96,2015,Xavier (Big East),False,37,23,14,62.2,34.6,30.9,3.7,25.83783783783784,54.35135135135136,47.5,23.945945945945947,55.0,43.5,6.324324324324325,18.0,35.1,7.054054054054054,20.43243243243243,34.5,15.297297297297296,20.945945945945947,73.0,73.3,67.4,5.9,16.10810810810811,12.08108108108108,1.33,6.0,21–13,At-large,24.0,16.0
97,2015,Ole Miss (SEC),True,34,21,13,61.8,37.8,35.2,2.6,24.94117647058824,58.91176470588236,42.3,22.41176470588235,55.44117647058823,40.4,6.470588235294118,19.47058823529412,33.2,7.9411764705882355,22.205882352941178,35.8,16.441176470588236,21.264705882352946,77.3,72.8,68.4,4.4,13.235294117647058,11.117647058823527,1.19,11.0,20–12,At-large,43.0,64.0
98,2015,Purdue (Big Ten),True,34,21,13,61.8,36.7,32.0,4.8,24.323529411764707,54.11764705882353,44.9,22.029411764705884,54.94117647058823,40.1,5.735294117647059,17.558823529411764,32.7,5.882352941176471,16.764705882352942,35.1,15.411764705882351,22.558823529411764,68.3,69.8,64.6,5.2,14.852941176470589,13.058823529411764,1.14,9.0,21–12,At-large,36.0,64.0
