Year,Team,Power 5 School,Placement,Seed,Berth type,Overall rank,Win Pct,SCR MAR,REB MAR,FG%,FT%,3FG%,OPP FG%,OPP 3FG%,AST/TO Ratio
2013,Niagara (MAAC),False,DNP,DNP,DNP,DNP,57.6,1.7,-1.9,42.2,69.1,32.7,45.1,36.5,1.12
2013,UT Arlington (WAC),False,DNP,DNP,DNP,DNP,57.6,1.5,3.5,41.2,65.2,34.2,39.1,31.9,0.85
2013,Oral Roberts (Southland),False,DNP,DNP,DNP,DNP,57.1,4.1,4.1,46.1,73.8,DNP,43.9,35.2,0.92
2013,Tulane (C-USA),False,DNP,DNP,DNP,DNP,57.1,3.9,4.1,41.6,72.7,34.9,45.7,33.5,0.93
2013,UC Irvine (Big West),False,DNP,DNP,DNP,DNP,56.8,3.8,1.8,43.3,66.5,33.4,38.7,31.9,1.26
2013,South Alabama (Sun Belt),False,DNP,DNP,DNP,DNP,56.7,0.7,2.6,41.0,71.7,32.4,42.2,33.1,0.68
2013,Boston U. (America East),False,DNP,DNP,DNP,DNP,56.7,3.3,-2.8,44.9,72.7,37.0,42.3,31.1,1.09
2013,Saint Joseph's (Atlantic 10),False,DNP,DNP,DNP,DNP,56.3,3.3,0.4,43.8,69.6,34.2,41.0,31.4,1.18
2013,UTEP (C-USA),False,DNP,DNP,DNP,DNP,56.3,2.3,-1.8,44.9,67.7,35.1,41.7,34.0,1.08
2013,Air Force (Mountain West),False,DNP,DNP,DNP,DNP,56.3,2.2,-2.8,47.0,71.4,38.2,44.9,31.9,1.34
2013,FIU (Sun Belt),False,DNP,DNP,DNP,DNP,56.3,0.0,-3.8,42.7,70.7,33.3,45.1,32.3,0.76
2013,Cal Poly (Big West),False,DNP,DNP,DNP,DNP,56.3,1.7,0.9,42.4,72.5,37.5,46.1,35.9,1.46
2013,Mount St. Mary's (NEC),False,DNP,DNP,DNP,DNP,56.3,-1.8,-5.6,42.9,69.7,33.8,51.0,39.1,0.98
2013,Lafayette (Patriot),False,DNP,DNP,DNP,DNP,55.9,0.1,-4.0,45.7,75.4,38.4,46.4,36.2,1.15
2013,Richmond (Atlantic 10),False,DNP,DNP,DNP,DNP,55.9,3.5,-5.8,44.4,72.2,37.8,44.5,33.9,1.05
2013,Stanford (Pac-12),True,DNP,DNP,DNP,DNP,55.9,4.0,1.8,41.6,74.3,35.9,42.5,33.3,1.03
2013,Providence (AAC),False,DNP,DNP,DNP,DNP,55.9,2.7,3.4,41.1,70.1,31.0,41.8,29.7,1.12
2013,Rider (MAAC),False,DNP,DNP,DNP,DNP,55.9,0.5,0.1,43.2,67.8,34.5,40.6,28.8,0.66
2013,Savannah St. (MEAC),False,DNP,DNP,DNP,DNP,55.9,1.3,2.1,42.0,61.8,DNP,39.1,28.5,0.59
2013,Western Ky. (Sun Belt),False,64.0,16.0,Automatic,63.0,55.6,1.3,3.3,42.7,67.4,31.9,42.4,32.4,0.74
2013,NJIT (GWC),False,DNP,DNP,DNP,DNP,55.2,6.0,3.3,42.1,67.1,37.0,38.1,32.6,0.88
2013,Hartford (America East),False,DNP,DNP,DNP,DNP,54.8,-1.1,-4.1,40.9,69.7,33.4,44.0,34.2,0.86
2013,Texas Southern (SWAC),False,DNP,DNP,DNP,DNP,54.8,5.2,-0.6,44.0,63.6,35.6,40.9,31.7,1.19
2013,High Point (Big South),False,DNP,DNP,DNP,DNP,54.8,5.5,2.8,44.7,71.8,DNP,41.9,32.4,1.21
2013,Dayton (Atlantic 10),False,DNP,DNP,DNP,DNP,54.8,5.1,3.8,47.5,71.7,38.4,43.4,35.3,0.96
2013,Xavier (Atlantic 10),False,DNP,DNP,DNP,DNP,54.8,2.7,4.8,45.6,66.7,DNP,40.5,32.1,0.87
2013,Texas A&M (SEC),True,DNP,DNP,DNP,DNP,54.5,1.6,1.1,44.0,70.5,35.6,41.5,33.5,0.87
2013,Tennessee St. (OVC),False,DNP,DNP,DNP,DNP,54.5,1.6,2.8,43.9,74.8,33.7,43.0,32.2,0.85
2013,Illinois St. (MVC),False,DNP,DNP,DNP,DNP,54.5,5.9,-1.0,45.5,72.3,34.7,42.4,33.4,1.14
2013,Indiana St. (MVC),False,DNP,DNP,DNP,DNP,54.5,-0.2,-0.7,42.9,70.7,32.1,41.5,32.6,0.91
2013,Fairfield (MAAC),False,DNP,DNP,DNP,DNP,54.3,1.5,0.8,42.3,68.5,31.6,40.5,32.0,0.94
2013,N.C. A&T (MEAC),False,64.0,16.0,Automatic,67.0,54.1,0.2,-1.5,40.3,65.8,30.4,38.8,32.0,0.72
2013,Toledo (MAC),False,DNP,DNP,DNP,DNP,53.6,0.6,-3.4,42.9,76.1,33.5,42.0,34.4,1.09
2013,Ark.-Pine Bluff (SWAC),False,DNP,DNP,DNP,DNP,53.3,-3.9,-3.7,40.0,63.1,30.2,40.4,31.7,0.88
2013,Hawaii (Big West),False,DNP,DNP,DNP,DNP,53.1,1.0,5.7,45.1,68.7,34.3,42.2,36.8,0.96
2013,Little Rock (Sun Belt),False,DNP,DNP,DNP,DNP,53.1,-0.2,-0.7,42.2,67.6,33.7,42.2,33.3,0.76
2013,Morgan St. (MEAC),False,DNP,DNP,DNP,DNP,53.1,2.1,1.6,44.6,58.9,DNP,40.6,30.6,0.84
2013,Florida St. (ACC),True,DNP,DNP,DNP,DNP,52.9,-1.5,-2.6,44.4,73.5,34.8,43.7,36.8,0.77
2013,UIC (Horizon),False,DNP,DNP,DNP,DNP,52.9,0.1,-1.3,40.1,75.2,33.8,40.6,33.2,0.98
2013,Washington (Pac-12),True,DNP,DNP,DNP,DNP,52.9,0.7,4.0,43.6,68.3,34.3,43.3,34.2,0.9
2013,Green Bay (Horizon),False,DNP,DNP,DNP,DNP,52.9,3.1,4.5,43.8,75.1,DNP,41.1,34.2,1.0
2013,Youngstown St. (Horizon),False,DNP,DNP,DNP,DNP,52.9,2.1,-1.7,43.1,69.2,34.7,42.4,34.8,1.27
2013,Georgia Tech (ACC),True,DNP,DNP,DNP,DNP,51.6,1.9,2.8,41.9,63.5,31.8,40.1,32.3,0.99
2013,Army West Point (Patriot),False,DNP,DNP,DNP,DNP,51.6,4.3,3.0,44.6,73.3,37.0,41.7,35.1,1.01
2013,Southeast Mo. St. (OVC),False,DNP,DNP,DNP,DNP,51.5,2.6,0.0,46.9,70.0,39.8,40.1,32.3,1.23
2013,St. John's (NY) (AAC),False,DNP,DNP,DNP,DNP,51.5,-1.4,-3.7,41.5,64.0,DNP,40.1,33.1,1.08
2013,Tulsa (C-USA),False,DNP,DNP,DNP,DNP,51.5,-0.2,1.6,43.4,67.0,33.6,41.1,33.8,0.8
2013,Bradley (MVC),False,DNP,DNP,DNP,DNP,51.4,-0.7,-1.9,43.7,72.3,31.9,44.4,35.4,1.06
2013,Sam Houston (Southland),False,DNP,DNP,DNP,DNP,50.0,2.6,3.4,38.6,65.5,33.0,41.1,30.3,1.05
2013,UNC Asheville (Big South),False,DNP,DNP,DNP,DNP,50.0,2.6,1.8,45.0,71.4,DNP,43.7,32.8,0.98
2013,UTRGV (GWC),False,DNP,DNP,DNP,DNP,50.0,-1.7,-4.3,43.1,63.7,37.4,44.4,34.7,0.9
2013,Ball St. (MAC),False,DNP,DNP,DNP,DNP,50.0,-2.8,3.9,42.5,65.2,32.7,44.6,34.9,0.78
2013,USC Upstate (ASUN),False,DNP,DNP,DNP,DNP,48.5,3.7,3.9,44.5,65.0,34.7,43.0,34.0,1.15
2013,Boston College (ACC),True,DNP,DNP,DNP,DNP,48.5,-0.9,-1.1,44.1,71.2,35.3,45.1,37.5,1.07
2013,Vanderbilt (SEC),True,DNP,DNP,DNP,DNP,48.5,0.2,-0.9,40.8,63.5,35.0,40.7,31.1,0.97
2013,Purdue Fort Wayne (Summit League),False,DNP,DNP,DNP,DNP,48.5,1.1,2.9,43.9,64.2,35.8,45.4,32.3,0.92
2013,UAB (C-USA),False,DNP,DNP,DNP,DNP,48.5,0.2,1.7,43.3,72.4,33.4,44.2,35.6,1.04
2013,Oakland (Summit League),False,DNP,DNP,DNP,DNP,48.5,-1.2,-0.8,43.6,70.8,35.5,49.3,36.4,1.09
2013,North Dakota (Big Sky),False,DNP,DNP,DNP,DNP,48.5,-0.6,-1.8,42.3,71.1,34.3,43.2,33.6,0.91
2013,Georgia St. (CAA),False,DNP,DNP,DNP,DNP,48.4,1.3,-1.9,43.9,71.2,35.8,43.6,36.7,1.01
2013,Quinnipiac (NEC),False,DNP,DNP,DNP,DNP,48.4,0.2,10.4,42.8,67.3,DNP,43.4,37.8,0.9
2013,Stetson (ASUN),False,DNP,DNP,DNP,DNP,48.4,-1.2,2.0,45.6,70.5,34.7,44.9,32.9,1.02
2013,San Francisco (WCC),False,DNP,DNP,DNP,DNP,48.4,0.6,-2.5,45.3,66.7,40.1,43.7,34.2,1.02
2013,Rutgers (AAC),False,DNP,DNP,DNP,DNP,48.4,-0.8,1.2,44.2,69.9,DNP,42.1,32.2,0.91
2013,App State (SoCon),False,DNP,DNP,DNP,DNP,48.4,-0.3,0.5,43.6,68.9,35.9,45.7,32.9,0.85
2013,Loyola Chicago (Horizon),False,DNP,DNP,DNP,DNP,48.4,2.0,2.7,44.6,71.8,36.4,43.2,33.7,1.05
2013,St. Bonaventure (Atlantic 10),False,DNP,DNP,DNP,DNP,48.3,0.7,-1.1,44.8,76.3,37.5,44.9,37.0,1.06
2013,Coastal Carolina (Big South),False,DNP,DNP,DNP,DNP,48.3,3.6,5.7,43.9,65.6,DNP,41.2,34.2,0.75
2013,Sacramento St. (Big Sky),False,DNP,DNP,DNP,DNP,48.3,-1.0,-0.9,41.4,72.8,33.8,43.2,35.1,1.1
2013,Purdue (Big Ten),True,DNP,DNP,DNP,DNP,47.1,1.2,5.2,42.6,65.3,DNP,40.5,32.8,1.1
2013,Eastern Mich. (MAC),False,DNP,DNP,DNP,DNP,47.1,-2.5,-1.0,40.1,67.0,DNP,39.7,29.9,0.77
2013,Texas (Big 12),True,DNP,DNP,DNP,DNP,47.1,-0.1,0.9,41.3,65.9,29.7,38.4,29.1,0.78
2013,San Diego (WCC),False,DNP,DNP,DNP,DNP,47.1,-1.3,-1.6,43.5,67.6,34.9,44.5,32.0,0.86
2013,Georgia (SEC),True,DNP,DNP,DNP,DNP,46.9,-0.8,2.4,40.8,69.4,35.7,38.8,32.9,0.8
2013,SMU (C-USA),False,DNP,DNP,DNP,DNP,46.9,1.8,2.6,44.9,74.5,DNP,39.5,34.1,0.83
2013,Drake (MVC),False,DNP,DNP,DNP,DNP,46.9,-0.7,-2.7,44.7,71.7,38.8,44.6,35.1,0.98
2013,CSU Bakersfield (Independent),False,DNP,DNP,DNP,DNP,46.7,-1.0,0.1,41.8,70.0,33.7,45.1,33.8,0.9
2013,Brown (Ivy League),False,DNP,DNP,DNP,DNP,46.4,-1.9,2.6,40.9,63.1,34.5,42.3,37.5,0.88
2013,Delaware St. (MEAC),False,DNP,DNP,DNP,DNP,45.5,-2.9,-2.6,41.0,69.0,29.5,43.5,32.5,0.72
2013,Nebraska (Big Ten),True,DNP,DNP,DNP,DNP,45.5,-5.2,-3.6,40.7,69.2,30.7,43.4,33.4,0.92
2013,Utah (Pac-12),True,DNP,DNP,DNP,DNP,45.5,0.9,0.2,43.9,75.5,36.2,39.8,33.2,1.08
2013,Morehead St. (OVC),False,DNP,DNP,DNP,DNP,45.5,-0.4,5.9,43.5,69.1,32.1,45.5,36.0,0.85
2013,Seton Hall (AAC),False,DNP,DNP,DNP,DNP,45.5,-0.4,-0.3,43.7,65.8,36.7,41.3,34.0,0.9
2013,Southern Ill. (MVC),False,DNP,DNP,DNP,DNP,45.2,-1.8,-1.6,44.6,64.2,DNP,46.4,37.3,0.85
2013,VMI (Big South),False,DNP,DNP,DNP,DNP,45.2,0.4,-2.5,43.4,65.7,32.5,44.8,35.4,1.13
2013,Winthrop (Big South),False,DNP,DNP,DNP,DNP,45.2,-1.2,-0.2,41.6,68.8,31.6,40.3,31.0,0.74
2013,Yale (Ivy League),False,DNP,DNP,DNP,DNP,45.2,0.7,3.9,43.0,72.8,35.1,44.6,37.8,0.9
2013,McNeese (Southland),False,DNP,DNP,DNP,DNP,45.2,-3.8,-4.2,41.7,64.3,33.0,43.2,32.5,1.01
2013,CSUN (Big West),False,DNP,DNP,DNP,DNP,45.2,0.8,2.8,43.6,73.3,33.6,46.8,37.0,1.12
2013,UC Davis (Big West),False,DNP,DNP,DNP,DNP,45.2,-0.9,-0.6,47.3,71.9,40.5,43.1,36.8,1.06
2013,Hampton (MEAC),False,DNP,DNP,DNP,DNP,45.2,-1.5,1.5,39.2,66.6,DNP,39.0,30.6,0.67
2013,Houston Baptist (GWC),False,DNP,DNP,DNP,DNP,45.2,-3.2,0.8,41.4,66.5,DNP,42.4,31.0,0.65
2013,Prairie View (SWAC),False,DNP,DNP,DNP,DNP,44.1,-1.2,3.9,39.8,61.5,DNP,40.0,30.0,0.73
2013,South Carolina (SEC),True,DNP,DNP,DNP,DNP,43.8,-2.8,2.9,41.2,68.8,32.1,45.2,33.8,0.8
2013,Southern California (Pac-12),True,DNP,DNP,DNP,DNP,43.8,-1.9,0.0,42.6,69.3,34.2,41.5,34.5,0.95
2013,Manhattan (MAAC),False,DNP,DNP,DNP,DNP,43.8,-1.6,-0.3,40.8,66.2,33.7,40.4,34.9,0.66
2013,Fla. Atlantic (Sun Belt),False,DNP,DNP,DNP,DNP,43.8,-2.3,0.5,42.2,70.1,36.0,41.1,30.0,0.66
2013,Cleveland St. (Horizon),False,DNP,DNP,DNP,DNP,43.8,-5.5,-1.5,42.3,70.8,34.3,46.2,35.6,0.86
2013,Cal St. Fullerton (Big West),False,DNP,DNP,DNP,DNP,43.8,2.2,-6.3,47.0,75.8,37.8,47.7,35.1,1.18
2013,Oregon St. (Pac-12),True,DNP,DNP,DNP,DNP,43.8,1.8,1.6,44.7,67.0,36.4,43.1,34.4,1.06
2013,Utah Valley (GWC),False,DNP,DNP,DNP,DNP,43.8,-0.3,-1.2,45.3,71.0,33.4,43.7,32.8,1.17
2013,Jacksonville (ASUN),False,DNP,DNP,DNP,DNP,43.8,-3.7,0.5,42.3,70.3,32.4,44.2,33.8,0.85
2013,George Washington (Atlantic 10),False,DNP,DNP,DNP,DNP,43.3,0.7,5.2,44.1,65.7,DNP,42.1,36.0,0.84
