Rank,Team,GM,W-L,PTS,PPG,OPP PTS,OPP PPG,SCR MAR
51,Ohio (MAC),34,24-10,"2,464",72.5,"2,192",64.5,8
52,Lehigh (Patriot),31,21-10,"2,266",73.1,"2,022",65.2,7.9
53,Boise St. (Mountain West),32,21-11,"2,343",73.2,"2,095",65.5,7.8
54,South Dakota St. (Summit League),35,25-10,"2,568",73.4,"2,300",65.7,7.7
55,BYU (WCC),36,24-12,"2,777",77.1,"2,502",69.5,7.6
56,Cincinnati (AAC),34,22-12,"2,262",66.5,"2,006",59,7.5
57,North Carolina (ACC),36,25-11,"2,760",76.7,"2,492",69.2,7.4
58,Iowa (Big Ten),38,25-13,"2,665",70.1,"2,388",62.8,7.3
59,NC State (ACC),35,24-11,"2,708",77.4,"2,458",70.2,7.1
60,Detroit Mercy (Horizon),33,20-13,"2,568",77.8,"2,340",70.9,6.9
61,Charleston So. (Big South),32,19-13,"2,361",73.8,"2,144",67,6.8
62,New Mexico (Mountain West),35,29-6,"2,355",67.3,"2,120",60.6,6.7
63,Maryland (ACC),38,25-13,"2,688",70.7,"2,433",64,6.7
64,Santa Clara (WCC),38,26-12,"2,827",74.4,"2,577",67.8,6.6
65,Mercer (ASUN),36,24-12,"2,371",65.9,"2,135",59.3,6.6
66,Minnesota (Big Ten),34,21-13,"2,337",68.7,"2,115",62.2,6.5
67,Notre Dame (AAC),35,25-10,"2,450",70,"2,222",63.5,6.5
68,FGCU (ASUN),37,26-11,"2,696",72.9,"2,469",66.7,6.1
69,Murray St. (OVC),31,21-10,"2,257",72.8,"2,071",66.8,6
69,Princeton (Ivy League),28,17-11,"1,803",64.4,"1,635",58.4,6
71,NJIT (GWC),29,16-13,"2,042",70.4,"1,869",64.4,6
72,Illinois St. (MVC),33,18-15,"2,460",74.5,"2,265",68.6,5.9
73,Arkansas St. (Sun Belt),31,19-12,"2,127",68.6,"1,944",62.7,5.9
74,Western Ill. (Summit League),31,22-9,"1,845",59.5,"1,663",53.6,5.9
75,La Salle (Atlantic 10),34,24-10,"2,450",72.1,"2,257",66.4,5.7
76,East Carolina (C-USA),35,23-12,"2,679",76.5,"2,484",71,5.6
77,Marquette (AAC),35,26-9,"2,382",68.1,"2,191",62.6,5.5
78,High Point (Big South),31,17-14,"2,221",71.6,"2,052",66.2,5.5
79,Butler (Atlantic 10),36,27-9,"2,495",69.3,"2,299",63.9,5.4
80,Utah St. (WAC),31,21-10,"2,134",68.8,"1,971",63.6,5.3
81,Texas Southern (SWAC),31,17-14,"2,179",70.3,"2,019",65.1,5.2
82,Robert Morris (NEC),35,24-11,"2,480",70.9,"2,300",65.7,5.1
82,New Mexico St. (WAC),35,24-11,"2,355",67.3,"2,175",62.1,5.1
84,Dayton (Atlantic 10),31,17-14,"2,225",71.8,"2,067",66.7,5.1
85,UCLA (Pac-12),35,25-10,"2,604",74.4,"2,427",69.3,5.1
86,Gardner-Webb (Big South),34,21-13,"2,236",65.8,"2,066",60.8,5
87,Arkansas (SEC),32,19-13,"2,358",73.7,"2,203",68.8,4.8
88,Houston (C-USA),33,20-13,"2,578",78.1,"2,420",73.3,4.8
89,UNI (MVC),36,21-15,"2,400",66.7,"2,229",61.9,4.8
90,Alabama (SEC),36,23-13,"2,268",63,"2,102",58.4,4.6
91,UConn (AAC),30,20-10,"2,096",69.9,"1,962",65.4,4.5
92,Montana (Big Sky),32,25-7,"2,238",69.9,"2,096",65.5,4.4
93,Vermont (America East),33,21-12,"2,097",63.5,"1,954",59.2,4.3
94,Temple (Atlantic 10),34,24-10,"2,456",72.2,"2,309",67.9,4.3
95,Oklahoma (Big 12),32,20-12,"2,260",70.6,"2,122",66.3,4.3
96,Army West Point (Patriot),31,16-15,"2,245",72.4,"2,112",68.1,4.3
97,Arizona St. (Pac-12),35,22-13,"2,512",71.8,"2,363",67.5,4.3
98,Harvard (Ivy League),30,20-10,"2,049",68.3,"1,924",64.1,4.2
99,Oral Roberts (Southland),35,20-15,"2,484",71,"2,341",66.9,4.1
100,Iona (MAAC),34,20-14,"2,733",80.4,"2,595",76.3,4.1
101,Stanford (Pac-12),34,19-15,"2,397",70.5,"2,260",66.5,4
102,Colorado (Pac-12),33,21-12,"2,230",67.6,"2,098",63.6,4
103,Tulane (C-USA),35,20-15,"2,436",69.6,"2,299",65.7,3.9
104,Elon (SoCon),33,21-12,"2,273",68.9,"2,144",65,3.9
105,UC Irvine (Big West),37,21-16,"2,558",69.1,"2,418",65.4,3.8
106,UCF (C-USA),31,20-11,"2,194",70.8,"2,079",67.1,3.7
107,Illinois (Big Ten),36,23-13,"2,465",68.5,"2,332",64.8,3.7
108,USC Upstate (ASUN),33,16-17,"2,315",70.2,"2,194",66.5,3.7
109,Albany (NY) (America East),35,24-11,"2,251",64.3,"2,123",60.7,3.7
110,Wright St. (Horizon),36,23-13,"2,233",62,"2,105",58.5,3.6
111,Coastal Carolina (Big South),29,14-15,"1,943",67,"1,840",63.4,3.6
112,Richmond (Atlantic 10),34,19-15,"2,380",70,"2,262",66.5,3.5
113,Col. of Charleston (SoCon),35,24-11,"2,297",65.6,"2,176",62.2,3.5
114,Loyola Maryland (MAAC),35,23-12,"2,341",66.9,"2,221",63.5,3.4
115,Canisius (MAAC),34,20-14,"2,499",73.5,"2,385",70.1,3.4
116,Boston U. (America East),30,17-13,"2,035",67.8,"1,935",64.5,3.3
117,Saint Joseph's (Atlantic 10),32,18-14,"2,150",67.2,"2,045",63.9,3.3
118,Evansville (MVC),36,21-15,"2,490",69.2,"2,374",65.9,3.2
119,Kent St. (MAC),35,21-14,"2,484",71,"2,373",67.8,3.2
120,Green Bay (Horizon),34,18-16,"2,247",66.1,"2,142",63,3.1
121,Pacific (Big West),35,22-13,"2,344",67,"2,238",63.9,3
121,Western Mich. (MAC),35,22-13,"2,343",66.9,"2,237",63.9,3
123,Tennessee (SEC),33,20-13,"2,189",66.3,"2,091",63.4,3
124,California (Pac-12),33,21-12,"2,218",67.2,"2,123",64.3,2.9
125,Xavier (Atlantic 10),31,17-14,"2,021",65.2,"1,936",62.5,2.7
126,Villanova (AAC),34,20-14,"2,307",67.9,"2,214",65.1,2.7
126,Providence (AAC),34,19-15,"2,299",67.6,"2,206",64.9,2.7
128,Bryant (NEC),31,19-12,"2,294",74,"2,212",71.4,2.6
129,Southeast Mo. St. (OVC),33,17-16,"2,446",74.1,"2,360",71.5,2.6
130,UNC Asheville (Big South),32,16-16,"2,296",71.8,"2,213",69.2,2.6
131,LIU (NEC),34,20-14,"2,677",78.7,"2,589",76.1,2.6
131,Sam Houston (Southland),34,17-17,"2,168",63.8,"2,080",61.2,2.6
133,UTEP (C-USA),32,18-14,"2,042",63.8,"1,970",61.6,2.3
134,Air Force (Mountain West),32,18-14,"2,241",70,"2,170",67.8,2.2
135,Cal St. Fullerton (Big West),32,14-18,"2,451",76.6,"2,381",74.4,2.2
136,George Mason (CAA),38,22-16,"2,587",68.1,"2,504",65.9,2.2
137,Morgan St. (MEAC),32,17-15,"2,162",67.6,"2,094",65.4,2.1
138,Youngstown St. (Horizon),34,18-16,"2,426",71.4,"2,356",69.3,2.1
139,Loyola Chicago (Horizon),31,15-16,"1,995",64.4,"1,934",62.4,2
140,Georgia Tech (ACC),31,16-15,"1,993",64.3,"1,933",62.4,1.9
141,Towson (CAA),31,18-13,"2,125",68.5,"2,066",66.6,1.9
142,Wyoming (Mountain West),34,20-14,"2,074",61,"2,010",59.1,1.9
143,Columbia (Ivy League),28,12-16,"1,746",62.4,"1,694",60.5,1.9
144,Wagner (NEC),31,19-12,"2,136",68.9,"2,079",67.1,1.8
145,LSU (SEC),31,19-12,"2,194",70.8,"2,138",69,1.8
146,SMU (C-USA),32,15-17,"2,064",64.5,"2,007",62.7,1.8
147,Oregon St. (Pac-12),32,14-18,"2,304",72,"2,248",70.3,1.8
148,Niagara (MAAC),33,19-14,"2,436",73.8,"2,379",72.1,1.7
149,Cal Poly (Big West),32,18-14,"2,074",64.8,"2,020",63.1,1.7
150,Texas A&M (SEC),33,18-15,"2,103",63.7,"2,049",62.1,1.6
151,Tennessee St. (OVC),33,18-15,"2,360",71.5,"2,308",69.9,1.6
152,UT Arlington (WAC),33,19-14,"2,121",64.3,"2,072",62.8,1.5
153,Fairfield (MAAC),35,19-16,"2,122",60.6,"2,071",59.2,1.5
154,Washington St. (Pac-12),32,13-19,"2,061",64.4,"2,015",63,1.4
155,Jacksonville St. (OVC),28,17-11,"1,857",66.3,"1,817",64.9,1.4
156,Clemson (ACC),31,13-18,"1,907",61.5,"1,864",60.1,1.4
157,Savannah St. (MEAC),34,19-15,"1,931",56.8,"1,887",55.5,1.3
158,Massachusetts (Atlantic 10),33,21-12,"2,408",73,"2,366",71.7,1.3
159,Georgia St. (CAA),31,15-16,"2,114",68.2,"2,075",66.9,1.3
160,Western Ky. (Sun Belt),36,20-16,"2,409",66.9,"2,364",65.7,1.3
161,Purdue (Big Ten),34,16-18,"2,252",66.2,"2,210",65,1.2
162,Purdue Fort Wayne (Summit League),33,16-17,"2,213",67.1,"2,178",66,1.1
163,Hawaii (Big West),32,17-15,"2,336",73,"2,305",72,1
164,Utah (Pac-12),33,15-18,"2,117",64.2,"2,086",63.2,0.9
165,Norfolk St. (MEAC),33,21-12,"2,188",66.3,"2,162",65.5,0.8
166,CSUN (Big West),31,14-17,"2,333",75.3,"2,309",74.5,0.8
167,Yale (Ivy League),31,14-17,"2,079",67.1,"2,056",66.3,0.7
168,George Washington (Atlantic 10),30,13-17,"1,988",66.3,"1,966",65.5,0.7
169,St. Bonaventure (Atlantic 10),29,14-15,"2,109",72.7,"2,088",72,0.7
170,Washington (Pac-12),34,18-16,"2,309",67.9,"2,285",67.2,0.7
171,South Alabama (Sun Belt),30,17-13,"2,060",68.7,"2,040",68,0.7
172,San Francisco (WCC),31,15-16,"2,161",69.7,"2,141",69.1,0.6
173,Toledo (MAC),28,15-13,"1,928",68.9,"1,911",68.3,0.6
174,Northeastern (CAA),33,20-13,"2,273",68.9,"2,254",68.3,0.6
175,James Madison (CAA),36,21-15,"2,346",65.2,"2,326",64.6,0.6
176,William & Mary (CAA),30,13-17,"2,064",68.8,"2,048",68.3,0.5
177,Rider (MAAC),34,19-15,"2,166",63.7,"2,149",63.2,0.5
178,VMI (Big South),31,14-17,"2,423",78.2,"2,411",77.8,0.4
179,N.C. A&T (MEAC),37,20-17,"2,299",62.1,"2,291",61.9,0.2
180,Vanderbilt (SEC),33,16-17,"1,991",60.3,"1,984",60.1,0.2
181,UAB (C-USA),33,16-17,"2,357",71.4,"2,351",71.2,0.2
182,Quinnipiac (NEC),31,15-16,"2,225",71.8,"2,220",71.6,0.2
183,Northern Colo. (Big Sky),31,13-18,"2,184",70.5,"2,181",70.4,0.1
184,Lafayette (Patriot),34,19-15,"2,349",69.1,"2,346",69,0.1
185,UIC (Horizon),34,18-16,"2,136",62.8,"2,134",62.8,0.1
186,FIU (Sun Belt),32,18-14,"2,210",69.1,"2,209",69,0
187,Delaware (CAA),33,19-14,"2,276",69,"2,275",68.9,0
188,Charlotte (Atlantic 10),33,21-12,"2,229",67.5,"2,231",67.6,-0.1
189,Texas (Big 12),34,16-18,"2,229",65.6,"2,232",65.6,-0.1
190,Drexel (CAA),31,13-18,"1,953",63,"1,956",63.1,-0.1
191,Indiana St. (MVC),33,18-15,"2,159",65.4,"2,164",65.6,-0.2
192,Little Rock (Sun Belt),32,17-15,"2,127",66.5,"2,132",66.6,-0.2
193,Tulsa (C-USA),33,17-16,"2,241",67.9,"2,249",68.2,-0.2
194,Utah Valley (GWC),32,14-18,"2,157",67.4,"2,165",67.7,-0.3
195,App State (SoCon),31,15-16,"2,211",71.3,"2,221",71.6,-0.3
196,Western Caro. (SoCon),33,14-19,"2,288",69.3,"2,299",69.7,-0.3
197,Buffalo (MAC),34,14-20,"2,275",66.9,"2,287",67.3,-0.4
198,Morehead St. (OVC),33,15-18,"2,396",72.6,"2,408",73,-0.4
199,Seton Hall (AAC),33,15-18,"2,136",64.7,"2,150",65.2,-0.4
200,North Dakota (Big Sky),33,16-17,"2,222",67.3,"2,243",68,-0.6
201,Bradley (MVC),35,18-17,"2,371",67.7,"2,396",68.5,-0.7
202,Drake (MVC),32,15-17,"2,296",71.8,"2,319",72.5,-0.7
202,Bowling Green (MAC),32,13-19,"2,010",62.8,"2,033",63.5,-0.7
204,Georgia (SEC),32,15-17,"1,946",60.8,"1,971",61.6,-0.8
205,Rutgers (AAC),31,15-16,"2,027",65.4,"2,052",66.2,-0.8
206,Liberty (Big South),36,15-21,"2,489",69.1,"2,519",70,-0.8
207,UC Davis (Big West),31,14-17,"2,210",71.3,"2,239",72.2,-0.9
208,Boston College (ACC),33,16-17,"2,215",67.1,"2,246",68.1,-0.9
209,Sacramento St. (Big Sky),29,14-15,"1,876",64.7,"1,904",65.7,-1
210,Idaho (WAC),30,12-18,"2,050",68.3,"2,079",69.3,-1
210,CSU Bakersfield (Independent),30,14-16,"2,041",68,"2,070",69,-1
212,Wofford (SoCon),32,13-19,"1,858",58.1,"1,890",59.1,-1
213,Bethune-Cookman (MEAC),34,14-20,"2,283",67.1,"2,318",68.2,-1
214,Fresno St. (Mountain West),30,11-19,"1,798",59.9,"1,829",61,-1
215,Hartford (America East),31,17-14,"1,863",60.1,"1,898",61.2,-1.1
216,St. Francis Brooklyn (NEC),30,12-18,"2,108",70.3,"2,143",71.4,-1.2
217,Prairie View (SWAC),34,15-19,"2,182",64.2,"2,223",65.4,-1.2
218,Stetson (ASUN),31,15-16,"2,180",70.3,"2,218",71.5,-1.2
218,Winthrop (Big South),31,14-17,"1,859",60,"1,897",61.2,-1.2
220,Oakland (Summit League),33,16-17,"2,444",74.1,"2,485",75.3,-1.2
221,San Diego (WCC),34,16-18,"2,215",65.1,"2,260",66.5,-1.3
222,Radford (Big South),32,13-19,"2,136",66.8,"2,179",68.1,-1.3
223,St. John's (NY) (AAC),33,17-16,"2,138",64.8,"2,183",66.2,-1.4
224,Florida St. (ACC),34,18-16,"2,278",67,"2,329",68.5,-1.5
225,Hampton (MEAC),31,14-17,"1,936",62.5,"1,983",64,-1.5
226,Manhattan (MAAC),32,14-18,"1,865",58.3,"1,916",59.9,-1.6
227,UTRGV (GWC),32,16-16,"2,101",65.7,"2,155",67.3,-1.7
228,Mount St. Mary's (NEC),32,18-14,"2,233",69.8,"2,289",71.5,-1.8
229,Southern Ill. (MVC),31,14-17,"1,964",63.4,"2,019",65.1,-1.8
230,Brown (Ivy League),28,13-15,"1,748",62.4,"1,800",64.3,-1.9
231,West Virginia (Big 12),32,13-19,"2,116",66.1,"2,178",68.1,-1.9
231,Southern California (Pac-12),32,14-18,"2,101",65.7,"2,163",67.6,-1.9
233,UNC Greensboro (SoCon),31,9-22,"2,222",71.7,"2,286",73.7,-2.1
234,Long Beach St. (Big West),33,19-14,"2,291",69.4,"2,360",71.5,-2.1
235,Montana St. (Big Sky),30,13-17,"2,118",70.6,"2,181",72.7,-2.1
236,Central Ark. (Southland),30,13-17,"2,294",76.5,"2,359",78.6,-2.2
237,Fla. Atlantic (Sun Belt),32,14-18,"2,092",65.4,"2,164",67.6,-2.3
238,Louisiana (Sun Belt),33,13-20,"2,337",70.8,"2,413",73.1,-2.3
239,Eastern Mich. (MAC),34,16-18,"1,926",56.6,"2,011",59.1,-2.5
240,Tennessee Tech (OVC),29,12-17,"1,878",64.8,"1,951",67.3,-2.5
241,New Hampshire (America East),29,9-20,"1,745",60.2,"1,819",62.7,-2.6
242,North Texas (Sun Belt),32,12-20,"2,117",66.2,"2,201",68.8,-2.6
243,Wake Forest (ACC),31,13-18,"2,093",67.5,"2,178",70.3,-2.7
244,Ball St. (MAC),30,15-15,"1,957",65.2,"2,041",68,-2.8
245,UC Santa Barbara (Big West),31,11-20,"2,003",64.6,"2,090",67.4,-2.8
246,South Carolina (SEC),32,14-18,"2,115",66.1,"2,205",68.9,-2.8
247,Northwestern (Big Ten),32,13-19,"1,943",60.7,"2,037",63.7,-2.9
248,Delaware St. (MEAC),33,15-18,"1,997",60.5,"2,094",63.5,-2.9
249,Ga. Southern (SoCon),33,14-19,"2,050",62.1,"2,148",65.1,-3
250,Seattle U (WAC),30,8-22,"1,966",65.5,"2,058",68.6,-3.1
251,Chattanooga (SoCon),32,13-19,"2,218",69.3,"2,318",72.4,-3.1
252,Houston Baptist (GWC),31,14-17,"1,982",63.9,"2,080",67.1,-3.2
253,South Dakota (Summit League),30,10-20,"2,113",70.4,"2,208",73.6,-3.2
253,Holy Cross (Patriot),30,12-18,"1,834",61.1,"1,929",64.3,-3.2
255,Campbell (Big South),33,13-20,"2,284",69.2,"2,395",72.6,-3.4
256,South Fla. (AAC),31,12-19,"1,822",58.8,"1,928",62.2,-3.4
257,Maine (America East),30,11-19,"1,988",66.3,"2,091",69.7,-3.4
258,North Florida (ASUN),32,13-19,"2,119",66.2,"2,235",69.8,-3.6
259,Marshall (C-USA),32,13-19,"2,208",69,"2,327",72.7,-3.7
259,Jacksonville (ASUN),32,14-18,"2,181",68.2,"2,300",71.9,-3.7
261,McNeese (Southland),31,14-17,"2,055",66.3,"2,172",70.1,-3.8
262,Chicago St. (GWC),33,11-22,"2,151",65.2,"2,276",69,-3.8
263,Eastern Ill. (OVC),32,11-21,"1,933",60.4,"2,055",64.2,-3.8
264,Portland St. (Big Sky),28,8-20,"1,929",68.9,"2,037",72.8,-3.9
265,DePaul (AAC),32,11-21,"2,284",71.4,"2,409",75.3,-3.9
266,Ark.-Pine Bluff (SWAC),30,16-14,"1,880",62.7,"1,998",66.6,-3.9
267,Auburn (SEC),32,9-23,"2,074",64.8,"2,201",68.8,-4
268,LMU (CA) (WCC),34,11-23,"2,202",64.8,"2,338",68.8,-4
269,Cornell (Ivy League),31,13-18,"2,040",65.8,"2,168",69.9,-4.1
270,Central Conn. St. (NEC),30,13-17,"2,186",72.9,"2,312",77.1,-4.2
271,Central Mich. (MAC),31,11-20,"2,092",67.5,"2,226",71.8,-4.3
272,Nevada (Mountain West),31,12-19,"2,092",67.5,"2,229",71.9,-4.4
273,Dartmouth (Ivy League),28,9-19,"1,719",61.4,"1,844",65.9,-4.5
274,Virginia Tech (ACC),32,13-19,"2,248",70.3,"2,393",74.8,-4.5
275,Pepperdine (WCC),30,12-18,"1,883",62.8,"2,021",67.4,-4.6
276,Texas St. (WAC),34,12-22,"2,398",70.5,"2,558",75.2,-4.7
277,Marist (MAAC),31,10-21,"2,045",66,"2,191",70.7,-4.7
278,SIUE (OVC),27,9-18,"1,699",62.9,"1,827",67.7,-4.7
279,Troy (Sun Belt),33,12-21,"2,046",62,"2,203",66.8,-4.8
280,Southeastern La. (Southland),31,13-18,"1,965",63.4,"2,113",68.2,-4.8
281,Samford (SoCon),32,11-21,"1,957",61.2,"2,114",66.1,-4.9
282,Austin Peay (OVC),31,8-23,"2,218",71.5,"2,371",76.5,-4.9
283,Missouri St. (MVC),33,11-22,"1,966",59.6,"2,136",64.7,-5.2
284,Nebraska (Big Ten),33,15-18,"1,923",58.3,"2,094",63.5,-5.2
285,Jackson St. (SWAC),29,11-18,"1,920",66.2,"2,073",71.5,-5.3
286,Eastern Wash. (Big Sky),31,10-21,"2,146",69.2,"2,310",74.5,-5.3
286,Southern Utah (Big Sky),31,11-20,"2,066",66.6,"2,230",71.9,-5.3
288,Cleveland St. (Horizon),32,14-18,"2,051",64.1,"2,226",69.6,-5.5
288,UTSA (WAC),32,10-22,"2,048",64,"2,223",69.5,-5.5
290,Penn (Ivy League),31,9-22,"1,947",62.8,"2,117",68.3,-5.5
291,Rhode Island (Atlantic 10),29,8-21,"1,786",61.6,"1,947",67.1,-5.6
292,Nicholls (Southland),30,9-21,"2,020",67.3,"2,187",72.9,-5.6
293,Miami (OH) (MAC),31,9-22,"1,954",63,"2,128",68.6,-5.6
294,Alcorn (SWAC),34,10-24,"2,055",60.4,"2,248",66.1,-5.7
295,Navy (Patriot),31,8-23,"1,709",55.1,"1,888",60.9,-5.8
296,Old Dominion (CAA),30,5-25,"1,947",64.9,"2,128",70.9,-6
296,American (Patriot),30,10-20,"1,735",57.8,"1,916",63.9,-6
298,Sacred Heart (NEC),29,9-20,"2,036",70.2,"2,212",76.3,-6.1
299,Saint Peter's (MAAC),30,9-21,"1,788",59.6,"1,972",65.7,-6.1
300,Colgate (Patriot),32,11-21,"2,033",63.5,"2,230",69.7,-6.2
301,New Orleans (Independent),26,8-18,"1,791",68.9,"1,958",75.3,-6.4
302,Alabama A&M (SWAC),31,11-20,"1,957",63.1,"2,160",69.7,-6.5
303,Penn St. (Big Ten),31,10-21,"1,910",61.6,"2,115",68.2,-6.6
304,San Jose St. (WAC),29,9-20,"1,802",62.1,"1,999",68.9,-6.8
305,UNCW (CAA),30,10-20,"1,899",63.3,"2,111",70.4,-7.1
306,Florida A&M (MEAC),31,8-23,"2,015",65,"2,235",72.1,-7.1
307,Idaho St. (Big Sky),30,6-24,"1,710",57,"1,928",64.3,-7.3
308,Lipscomb (ASUN),30,12-18,"2,079",69.3,"2,300",76.7,-7.4
309,Texas Tech (Big 12),31,11-20,"2,026",65.4,"2,256",72.8,-7.4
310,Portland (WCC),32,11-21,"1,951",61,"2,189",68.4,-7.4
311,A&M-Corpus Christi (Southland),29,6-23,"1,746",60.2,"1,962",67.7,-7.4
312,UC Riverside (Big West),31,6-25,"1,829",59,"2,062",66.5,-7.5
313,TCU (Big 12),32,11-21,"1,761",55,"2,002",62.6,-7.5
314,Coppin St. (MEAC),32,8-24,"2,035",63.6,"2,277",71.2,-7.6
315,Monmouth (NEC),31,10-21,"2,009",64.8,"2,252",72.6,-7.8
316,Alabama St. (SWAC),32,10-22,"1,979",61.8,"2,231",69.7,-7.9
317,UMBC (America East),31,8-23,"1,970",63.5,"2,216",71.5,-7.9
318,Duquesne (Atlantic 10),30,8-22,"2,028",67.6,"2,269",75.6,-8
319,Milwaukee (Horizon),32,8-24,"2,005",62.7,"2,264",70.8,-8.1
319,Hofstra (CAA),32,7-25,"1,873",58.5,"2,132",66.6,-8.1
321,Presbyterian (Big South),32,8-24,"1,987",62.1,"2,248",70.3,-8.2
322,Howard (MEAC),31,7-24,"1,615",52.1,"1,868",60.3,-8.2
323,Siena (MAAC),32,8-24,"1,921",60,"2,189",68.4,-8.4
324,Northern Ariz. (Big Sky),32,11-21,"2,140",66.9,"2,411",75.3,-8.5
325,The Citadel (SoCon),30,8-22,"1,931",64.4,"2,195",73.2,-8.8
326,Northern Ill. (MAC),30,5-25,"1,619",54,"1,885",62.8,-8.9
327,Mississippi St. (SEC),32,10-22,"1,940",60.6,"2,224",69.5,-8.9
328,ETSU (ASUN),32,10-22,"1,994",62.3,"2,284",71.4,-9.1
329,Kansas City (Summit League),32,8-24,"1,950",60.9,"2,252",70.4,-9.4
330,UT Martin (OVC),30,9-21,"2,008",66.9,"2,295",76.5,-9.6
331,Furman (SoCon),31,7-24,"1,869",60.3,"2,180",70.3,-10
332,Rice (C-USA),31,5-26,"1,875",60.5,"2,199",70.9,-10.5
333,Kennesaw St. (ASUN),30,3-27,"1,831",61,"2,150",71.7,-10.6
334,Saint Francis (PA) (NEC),29,5-24,"1,804",62.2,"2,117",73,-10.8
335,Mississippi Val. (SWAC),28,5-23,"1,765",63,"2,069",73.9,-10.9
336,South Carolina St. (MEAC),30,6-24,"1,808",60.3,"2,135",71.2,-10.9
337,IUPUI (Summit League),32,6-26,"2,096",65.5,"2,451",76.6,-11.1
338,Fordham (Atlantic 10),31,7-24,"1,997",64.4,"2,353",75.9,-11.5
339,ULM (Sun Belt),27,4-23,"1,621",60,"1,959",72.6,-12.5
