,Year,Team,Power 5 School,Games,W,L,Win Pct,RPG,OPP RPG,REB MAR,FGPG,FGAPG,FG%,OPP FGPG,OPP FGAPG,OPP FG%,ASTPG,TOPG,AST/TO Ratio,OPP 3FGPG,OPP 3FGAPG,OPP 3FG%,FTPG,FTAPG,FT%,PPG,OPP PPG,SCR MAR,3FGPG,3FGAPG,3FG%,Seed,Berth type,Overall rank,Placement
18,2013,Ohio St. (Big Ten),True,37,29,8,78.4,35.3,32.3,3.0,25.054054054054053,55.567567567567565,45.1,20.97297297297297,53.054054054054056,39.5,13.324324324324325,10.432432432432432,1.28,6.216216216216216,19.18918918918919,32.4,13.945945945945946,19.7027027027027,70.8,70.2,59.4,10.8,6.135135135135135,17.243243243243242,35.6,2.0,Automatic,8.0,8.0
19,2013,Florida (SEC),True,37,29,8,78.4,35.1,30.2,4.9,25.945945945945947,54.32432432432432,47.8,19.594594594594597,51.270270270270274,38.2,14.594594594594597,11.18918918918919,1.3,5.216216216216216,16.83783783783784,31.0,11.405405405405403,16.83783783783784,67.7,71.4,54.4,17.0,8.108108108108109,21.45945945945946,37.8,3.0,At-large,10.0,8.0
20,2013,Montana (Big Sky),False,32,25,7,78.1,31.2,32.6,-1.4,23.75,51.09375,46.5,23.28125,54.15625,43.0,12.65625,12.21875,1.04,5.5,16.40625,33.5,15.59375,20.34375,76.7,69.9,65.5,4.4,6.84375,18.40625,37.2,13.0,Automatic,54.0,64.0
21,2013,Georgetown (AAC),False,32,25,7,78.1,33.1,32.0,1.2,23.03125,50.84375,45.3,19.46875,51.53125,37.8,14.8125,12.71875,1.16,5.375,17.5,30.7,12.71875,18.71875,67.9,64.7,56.4,8.3,5.90625,16.75,35.3,2.0,At-large,7.0,64.0
22,2013,Creighton (MVC),False,36,28,8,77.8,35.1,30.5,4.6,26.166666666666668,52.27777777777778,50.1,23.47222222222222,57.61111111111112,40.7,16.916666666666668,12.305555555555555,1.37,5.972222222222222,19.13888888888889,31.2,13.583333333333334,17.88888888888889,75.9,74.4,63.2,11.3,8.527777777777779,20.61111111111111,41.4,7.0,Automatic,25.0,32.0
23,2013,Kansas St. (Big 12),True,35,27,8,77.1,35.3,32.0,3.3,24.914285714285715,57.2,43.6,21.428571428571427,51.2,41.9,15.914285714285716,11.514285714285714,1.38,4.885714285714286,15.371428571428572,31.8,12.342857142857143,18.02857142857143,68.5,69.0,60.4,8.5,6.8,18.8,36.2,4.0,At-large,14.0,64.0
24,2013,Arizona (Pac-12),True,35,27,8,77.1,36.4,30.0,6.3,25.142857142857142,55.22857142857143,45.5,22.4,54.54285714285714,41.1,13.6,13.085714285714284,1.04,6.0285714285714285,16.82857142857143,35.8,15.457142857142856,20.62857142857143,74.9,73.4,63.6,9.8,7.685714285714286,20.714285714285715,37.1,6.0,At-large,21.0,16.0
25,2013,Wichita St. (MVC),False,39,30,9,76.9,38.4,30.5,7.9,24.46153846153846,55.53846153846154,44.0,20.435897435897434,51.7948717948718,39.5,13.58974358974359,12.615384615384617,1.08,6.102564102564102,18.94871794871795,32.2,14.17948717948718,20.28205128205128,69.9,69.7,61.2,8.6,6.641025641025641,19.615384615384617,33.9,9.0,At-large,35.0,4.0
26,2013,Davidson (SoCon),False,34,26,8,76.5,33.7,31.7,2.0,24.61764705882353,53.3235294117647,46.2,21.735294117647054,53.088235294117645,40.9,13.911764705882351,10.911764705882351,1.27,4.5588235294117645,14.029411764705882,32.5,16.470588235294116,20.705882352941178,79.5,73.2,62.1,11.2,7.529411764705882,20.41176470588235,36.9,14.0,Automatic,55.0,64.0
27,2013,Valparaiso (Horizon),False,34,26,8,76.5,32.6,29.1,3.5,24.205882352941178,49.97058823529412,48.4,21.91176470588235,52.794117647058826,41.5,13.735294117647058,14.294117647058824,0.96,4.676470588235294,13.823529411764708,33.8,15.323529411764708,20.97058823529412,73.1,71.2,62.3,8.9,7.4411764705882355,20.0,37.2,14.0,Automatic,56.0,64.0
28,2013,Stony Brook (America East),False,33,25,8,75.8,37.6,32.5,5.2,23.939393939393938,53.90909090909091,44.4,20.63636363636364,54.60606060606061,37.8,12.333333333333334,11.818181818181818,1.04,6.818181818181818,22.0,31.0,14.303030303030305,20.303030303030305,70.4,68.0,57.5,10.5,5.848484848484849,16.545454545454547,35.3,DNP,DNP,DNP,DNP
29,2013,Oregon (Pac-12),True,37,28,9,75.7,37.5,31.3,6.2,25.513513513513512,57.02702702702703,44.7,22.83783783783784,55.108108108108105,41.4,13.08108108108108,15.0,0.87,5.486486486486487,16.43243243243243,33.4,15.405405405405403,21.864864864864863,70.5,71.6,63.6,8.1,5.1891891891891895,15.594594594594597,33.3,12.0,Automatic,43.0,32.0
30,2013,Syracuse (AAC),False,40,30,10,75.0,38.4,34.9,3.5,25.175,57.35,43.9,19.85,53.85,36.9,14.075,12.375,1.14,6.15,21.675,28.4,14.225,21.075,67.5,70.4,58.7,11.7,5.825,17.425,33.4,4.0,At-large,16.0,4.0
31,2013,Ole Miss (SEC),True,36,27,9,75.0,38.9,37.5,1.4,27.13888888888889,61.94444444444444,43.8,24.02777777777778,58.94444444444444,40.8,12.5,11.36111111111111,1.1,6.694444444444445,21.416666666666668,31.3,16.305555555555557,24.05555555555556,67.8,77.2,66.9,10.3,6.611111111111111,20.416666666666668,32.4,12.0,Automatic,47.0,32.0
32,2013,VCU (Atlantic 10),False,36,27,9,75.0,34.6,34.8,-0.2,28.05555555555556,62.30555555555556,45.0,22.52777777777778,50.69444444444444,44.4,14.47222222222222,11.666666666666666,1.24,5.5,16.694444444444443,32.9,13.02777777777778,18.58333333333333,70.1,76.9,64.5,12.4,7.805555555555555,22.22222222222222,35.1,5.0,At-large,20.0,32.0
33,2013,Butler (Atlantic 10),False,36,27,9,75.0,36.7,29.4,7.3,24.13888888888889,53.638888888888886,45.0,22.416666666666668,53.833333333333336,41.6,12.916666666666666,13.166666666666666,0.98,5.583333333333333,16.694444444444443,33.4,14.38888888888889,20.666666666666668,69.6,69.3,63.9,5.4,6.638888888888889,19.11111111111111,34.7,6.0,At-large,22.0,32.0
34,2013,Michigan St. (Big Ten),True,36,27,9,75.0,37.8,30.3,7.6,24.5,53.36111111111112,45.9,21.05555555555556,53.97222222222222,39.0,13.166666666666666,13.583333333333334,0.97,5.527777777777778,18.444444444444443,30.0,14.083333333333334,19.72222222222222,71.4,68.0,59.1,8.9,DNP,DNP,DNP,3.0,At-large,11.0,16.0
35,2013,Marquette (AAC),False,35,26,9,74.3,35.4,30.8,4.6,24.057142857142857,52.68571428571428,45.7,22.17142857142857,54.91428571428571,40.4,13.8,13.457142857142856,1.03,6.371428571428571,19.714285714285715,32.3,15.742857142857142,21.571428571428573,73.0,68.1,62.6,5.5,DNP,DNP,DNP,3.0,At-large,12.0,8.0
36,2013,Colorado St. (Mountain West),False,35,26,9,74.3,40.0,28.1,11.9,25.17142857142857,56.02857142857143,44.9,21.914285714285715,52.91428571428571,41.4,12.714285714285714,11.114285714285714,1.14,6.6571428571428575,19.62857142857143,33.9,17.457142857142856,24.428571428571427,71.5,72.9,63.7,9.3,5.142857142857143,15.2,33.8,8.0,At-large,30.0,32.0
37,2013,Southern Miss. (C-USA),False,37,27,10,73.0,35.7,30.2,5.5,26.62162162162162,55.62162162162162,47.9,20.945945945945947,51.21621621621622,40.9,14.891891891891891,14.72972972972973,1.01,7.783783783783784,23.594594594594597,33.0,14.0,20.16216216216216,69.4,73.9,63.5,10.4,6.621621621621622,17.43243243243243,38.0,DNP,DNP,DNP,DNP
38,2013,Oklahoma St. (Big 12),True,33,24,9,72.7,36.3,34.9,1.4,24.666666666666668,56.18181818181818,43.9,21.696969696969692,55.696969696969695,39.0,12.06060606060606,12.454545454545457,0.97,6.181818181818182,19.12121212121212,32.3,16.96969696969697,22.75757575757576,74.6,71.8,63.0,8.8,5.545454545454546,17.575757575757574,31.6,5.0,At-large,17.0,64.0
39,2013,Pittsburgh (AAC),False,33,24,9,72.7,35.2,28.5,6.7,25.363636363636363,53.78787878787879,47.2,19.0,48.42424242424242,39.2,16.272727272727273,11.030303030303031,1.48,5.212121212121212,17.12121212121212,30.4,13.484848484848484,20.181818181818183,66.8,69.2,56.0,13.2,DNP,DNP,DNP,8.0,At-large,31.0,64.0
40,2013,Northwestern St. (Southland),False,32,23,9,71.9,38.9,39.0,-0.1,28.71875,62.6875,45.8,25.71875,60.4375,42.6,15.28125,14.0,1.09,5.28125,16.125,32.8,16.625,24.21875,68.6,80.0,71.4,8.6,5.90625,18.8125,31.4,14.0,Automatic,57.0,64.0
41,2013,Eastern Ky. (OVC),False,35,25,10,71.4,27.5,33.3,-5.7,25.37142857142857,54.371428571428574,46.7,22.4,49.48571428571429,45.3,14.914285714285716,11.82857142857143,1.26,5.285714285714286,16.857142857142858,31.4,14.371428571428572,18.428571428571427,78.0,73.9,65.8,8.1,8.771428571428572,24.714285714285715,35.5,DNP,DNP,DNP,DNP
42,2013,South Dakota St. (Summit League),False,35,25,10,71.4,34.6,30.5,4.0,26.0,55.4,46.9,24.77142857142857,55.77142857142857,44.4,14.457142857142856,10.428571428571429,1.39,6.942857142857143,19.314285714285717,35.9,13.657142857142857,17.914285714285715,76.2,73.4,65.7,7.7,7.714285714285714,19.82857142857143,38.9,13.0,Automatic,53.0,64.0
43,2013,Notre Dame (AAC),False,35,25,10,71.4,36.2,32.0,4.2,25.485714285714284,55.114285714285714,46.2,24.142857142857142,57.457142857142856,42.0,16.771428571428572,11.228571428571428,1.49,5.457142857142857,16.771428571428572,32.5,12.514285714285714,17.65714285714286,70.9,70.0,63.5,6.5,6.514285714285714,17.62857142857143,37.0,7.0,At-large,27.0,64.0
44,2013,UCLA (Pac-12),True,35,25,10,71.4,36.5,38.1,-1.6,27.457142857142856,60.885714285714286,45.1,26.457142857142856,62.31428571428572,42.5,15.971428571428572,11.17142857142857,1.43,6.228571428571429,19.2,32.4,14.6,20.17142857142857,72.4,74.4,69.3,5.1,DNP,DNP,DNP,6.0,At-large,24.0,64.0
45,2013,UNLV (Mountain West),False,35,25,10,71.4,40.2,33.7,6.4,24.914285714285715,57.2,43.6,22.685714285714287,58.25714285714286,38.9,16.057142857142857,13.914285714285716,1.15,5.8,18.571428571428573,31.2,15.0,21.34285714285714,70.3,71.3,63.0,8.3,6.485714285714286,19.685714285714287,32.9,5.0,At-large,18.0,64.0
46,2013,N.C. Central (MEAC),False,31,22,9,71.0,32.7,30.5,2.2,22.774193548387096,49.54838709677419,46.0,19.64516129032258,50.064516129032256,39.2,14.064516129032258,14.32258064516129,0.98,5.161290322580645,17.870967741935484,28.9,16.096774193548388,21.93548387096774,73.4,67.1,56.7,10.4,5.419354838709677,15.580645161290322,34.8,DNP,DNP,DNP,DNP
47,2013,Western Ill. (Summit League),False,31,22,9,71.0,30.2,29.1,1.1,21.258064516129032,45.61290322580645,46.6,19.483870967741936,48.74193548387097,40.0,11.96774193548387,11.35483870967742,1.05,5.258064516129032,15.612903225806452,33.7,11.806451612903226,18.387096774193548,64.2,59.5,53.6,5.9,5.193548387096774,13.290322580645162,39.1,DNP,DNP,DNP,DNP
48,2013,Temple (Atlantic 10),False,34,24,10,70.6,34.1,35.7,-1.6,25.029411764705884,58.44117647058823,42.8,24.235294117647054,55.38235294117647,43.8,14.617647058823527,10.764705882352942,1.36,5.764705882352941,16.323529411764707,35.3,15.029411764705882,20.794117647058822,72.3,72.2,67.9,4.3,7.147058823529412,21.764705882352946,32.8,9.0,At-large,34.0,32.0
49,2013,North Dakota St. (Summit League),False,34,24,10,70.6,34.2,29.1,5.1,24.647058823529413,52.61764705882353,46.8,19.235294117647054,49.794117647058826,38.6,12.529411764705882,11.029411764705882,1.14,5.235294117647059,16.5,31.7,10.941176470588236,15.147058823529411,72.2,67.1,56.1,11.1,6.882352941176471,19.235294117647054,35.8,DNP,DNP,DNP,DNP
50,2013,La Salle (Atlantic 10),False,34,24,10,70.6,31.2,35.1,-3.8,25.61764705882353,56.794117647058826,45.1,25.647058823529413,56.23529411764706,45.6,14.147058823529411,11.470588235294118,1.23,4.176470588235294,13.823529411764708,30.2,13.117647058823527,17.794117647058822,73.7,72.1,66.4,5.7,7.705882352941177,20.44117647058824,37.7,13.0,At-large,49.0,16.0
51,2013,Ohio (MAC),False,34,24,10,70.6,31.2,35.5,-4.2,26.147058823529413,56.14705882352941,46.6,21.852941176470587,51.38235294117647,42.5,17.470588235294116,12.647058823529411,1.38,5.0588235294117645,15.294117647058824,33.1,12.294117647058824,17.58823529411765,69.9,72.5,64.5,8.0,7.882352941176471,22.5,35.0,DNP,DNP,DNP,DNP
52,2013,FGCU (ASUN),False,37,26,11,70.3,36.3,35.5,0.8,26.37837837837838,57.08108108108108,46.2,23.405405405405407,57.648648648648646,40.6,14.135135135135137,14.72972972972973,0.96,6.756756756756757,21.83783783783784,30.9,13.432432432432432,19.89189189189189,67.5,72.9,66.7,6.1,6.675675675675675,19.513513513513512,34.2,15.0,Automatic,59.0,16.0
53,2013,Southern U. (SWAC),False,33,23,10,69.7,34.9,35.5,-0.5,23.060606060606062,53.24242424242424,43.3,19.939393939393938,54.39393939393939,36.7,11.393939393939394,10.87878787878788,1.05,4.878787878787879,16.939393939393938,28.8,14.393939393939394,20.87878787878788,68.9,67.4,57.3,10.1,6.848484848484849,18.75757575757576,36.5,16.0,Automatic,64.0,64.0
54,2013,North Carolina (ACC),True,36,25,11,69.4,38.5,36.9,1.6,28.416666666666668,64.47222222222223,44.1,25.5,60.27777777777778,42.3,17.11111111111111,12.27777777777778,1.39,6.888888888888889,19.916666666666668,34.6,12.27777777777778,18.194444444444443,67.5,76.7,69.2,7.4,7.555555555555555,20.08333333333333,37.6,8.0,At-large,29.0,32.0
55,2013,Denver (WAC),False,32,22,10,68.8,25.1,31.1,-6.0,23.09375,48.125,48.0,19.46875,45.0625,43.2,16.125,11.15625,1.45,3.65625,11.03125,33.1,10.8125,15.03125,71.9,64.9,55.9,8.9,7.875,21.0,37.5,DNP,DNP,DNP,DNP
56,2013,New Mexico St. (WAC),False,35,24,11,68.6,37.7,31.2,6.5,23.77142857142857,52.22857142857143,45.5,22.285714285714285,55.68571428571428,40.0,11.457142857142856,14.457142857142856,0.79,5.514285714285714,16.62857142857143,33.2,15.82857142857143,24.142857142857142,65.6,67.3,62.1,5.1,DNP,DNP,DNP,13.0,Automatic,52.0,64.0
57,2013,Col. of Charleston (SoCon),False,35,24,11,68.6,37.2,31.7,5.4,22.942857142857143,51.97142857142857,44.1,23.2,56.91428571428571,40.8,11.2,13.342857142857143,0.84,5.0,16.6,30.1,13.771428571428572,20.085714285714285,68.6,65.6,62.2,3.5,5.971428571428572,17.2,34.7,DNP,DNP,DNP,DNP
58,2013,Robert Morris (NEC),False,35,24,11,68.6,31.5,33.5,-2.0,23.571428571428573,54.62857142857143,43.1,22.228571428571428,49.48571428571429,44.9,14.028571428571428,12.8,1.1,5.6571428571428575,17.02857142857143,33.2,15.142857142857142,20.228571428571428,74.9,70.9,65.7,5.1,8.571428571428571,22.51428571428572,38.1,DNP,DNP,DNP,DNP
59,2013,Albany (NY) (America East),False,35,24,11,68.6,33.4,30.5,2.8,21.742857142857144,49.94285714285714,43.5,22.485714285714284,52.8,42.6,11.257142857142858,13.371428571428572,0.84,6.057142857142857,18.285714285714285,33.1,14.742857142857142,20.0,73.7,64.3,60.7,3.7,6.085714285714285,16.428571428571427,37.0,15.0,Automatic,62.0,64.0
60,2013,NC State (ACC),True,35,24,11,68.6,36.7,33.6,3.1,28.142857142857142,56.77142857142857,49.6,25.685714285714287,61.285714285714285,41.9,14.6,12.371428571428572,1.18,5.971428571428572,19.8,30.2,15.82857142857143,23.228571428571428,68.1,77.4,70.2,7.1,5.257142857142857,13.457142857142856,39.1,8.0,At-large,32.0,64.0
61,2013,Santa Clara (WCC),False,38,26,12,68.4,34.6,34.8,-0.2,25.526315789473685,57.76315789473684,44.2,23.026315789473685,54.47368421052632,42.3,14.736842105263158,12.31578947368421,1.2,5.578947368421052,16.31578947368421,34.2,15.36842105263158,21.13157894736842,72.7,74.4,67.8,6.6,7.973684210526316,22.105263157894736,36.1,DNP,DNP,DNP,DNP
62,2013,Lehigh (Patriot),False,31,21,10,67.7,32.8,35.6,-2.8,25.41935483870968,55.0,46.2,23.806451612903224,57.29032258064516,41.6,14.612903225806452,10.935483870967742,1.34,6.161290322580645,20.774193548387096,29.7,14.67741935483871,19.90322580645161,73.7,73.1,65.2,7.9,7.580645161290323,19.35483870967742,39.2,DNP,DNP,DNP,DNP
63,2013,Murray St. (OVC),False,31,21,10,67.7,35.9,33.8,2.0,25.032258064516128,55.354838709677416,45.2,23.64516129032258,56.516129032258064,41.8,12.806451612903226,13.96774193548387,0.92,5.967741935483871,18.032258064516128,33.1,14.903225806451612,21.580645161290324,69.1,72.8,66.8,6.0,7.838709677419355,22.61290322580645,34.7,DNP,DNP,DNP,DNP
64,2013,Utah St. (WAC),False,31,21,10,67.7,37.5,28.4,9.1,24.193548387096776,51.54838709677419,46.9,22.741935483870968,55.193548387096776,41.2,14.67741935483871,13.161290322580646,1.12,7.096774193548387,21.032258064516128,33.7,14.709677419354838,20.35483870967742,72.3,68.8,63.6,5.3,5.741935483870968,16.129032258064516,35.6,DNP,DNP,DNP,DNP
65,2013,San Diego St. (Mountain West),False,34,23,11,67.6,36.9,33.2,3.7,24.676470588235293,56.35294117647059,43.8,22.176470588235293,56.38235294117647,39.3,12.5,12.058823529411764,1.04,5.970588235294118,18.47058823529412,32.3,14.0,20.5,68.3,69.3,61.1,8.2,5.941176470588236,18.176470588235293,32.7,7.0,At-large,26.0,32.0
66,2013,Missouri (SEC),True,34,23,11,67.6,40.8,32.1,8.6,27.176470588235293,59.26470588235294,45.9,23.88235294117647,59.26470588235294,40.3,13.911764705882351,13.0,1.07,6.882352941176471,20.705882352941178,33.2,15.441176470588236,20.764705882352946,74.4,76.1,66.7,9.4,6.323529411764706,18.676470588235293,33.9,9.0,At-large,33.0,64.0
67,2013,BYU (WCC),False,36,24,12,66.7,38.9,35.0,3.9,27.75,60.77777777777778,45.7,24.22222222222222,57.55555555555556,42.1,15.97222222222222,12.0,1.33,6.722222222222222,20.27777777777778,33.2,15.72222222222222,21.58333333333333,72.8,77.1,69.5,7.6,5.916666666666667,17.5,33.8,DNP,DNP,DNP,DNP
68,2013,Mercer (ASUN),False,36,24,12,66.7,32.2,32.4,-0.1,22.416666666666668,51.583333333333336,43.5,19.97222222222222,50.55555555555556,39.5,14.333333333333334,12.61111111111111,1.14,6.305555555555555,18.97222222222222,33.2,13.666666666666666,18.13888888888889,75.3,65.9,59.3,6.6,7.361111111111111,20.72222222222222,35.5,DNP,DNP,DNP,DNP
69,2013,Harvard (Ivy League),False,30,20,10,66.7,29.4,30.8,-1.4,22.566666666666663,47.53333333333333,47.5,23.566666666666663,53.4,44.1,13.1,13.3,0.98,5.0,15.1,33.1,16.8,23.23333333333333,72.3,68.3,64.1,4.2,6.366666666666666,16.0,39.8,14.0,Automatic,58.0,32.0
70,2013,UConn (AAC),False,30,20,10,66.7,33.1,36.6,-3.5,24.23333333333333,54.8,44.2,23.6,58.43333333333333,40.4,13.666666666666666,12.233333333333333,1.12,5.7,18.1,31.5,15.033333333333331,20.23333333333333,74.3,69.9,65.4,4.5,6.366666666666666,18.7,34.0,DNP,DNP,DNP,DNP
71,2013,Iowa (Big Ten),True,38,25,13,65.8,39.1,34.4,4.7,23.76315789473684,56.73684210526316,41.9,22.36842105263158,57.05263157894737,39.2,15.078947368421051,12.526315789473683,1.2,5.578947368421052,18.92105263157895,29.5,17.236842105263158,23.57894736842105,73.1,70.1,62.8,7.3,5.368421052631579,17.57894736842105,30.5,DNP,DNP,DNP,DNP
72,2013,Maryland (ACC),True,38,25,13,65.8,40.4,31.8,8.6,25.94736842105263,55.89473684210526,46.4,22.76315789473684,59.18421052631579,38.5,14.5,14.973684210526317,0.97,6.078947368421052,20.07894736842105,30.3,13.078947368421051,19.26315789473684,67.9,70.7,64.0,6.7,5.7631578947368425,17.0,33.9,DNP,DNP,DNP,DNP
73,2013,Iowa St. (Big 12),True,35,23,12,65.7,38.3,33.7,4.6,27.485714285714284,60.31428571428572,45.6,25.428571428571427,59.31428571428572,42.9,16.0,13.142857142857142,1.22,6.142857142857143,19.77142857142857,31.1,14.542857142857144,19.88571428571429,73.1,79.4,71.0,8.4,9.885714285714286,26.4,37.4,10.0,At-large,39.0,32.0
74,2013,Wisconsin (Big Ten),True,35,23,12,65.7,36.8,33.2,3.5,23.51428571428572,55.97142857142857,42.0,21.257142857142856,54.0,39.4,13.285714285714286,9.771428571428572,1.36,3.8857142857142857,13.428571428571429,28.9,10.542857142857144,16.62857142857143,63.4,65.0,55.9,9.0,7.4,22.4,33.0,5.0,At-large,19.0,64.0
