Year,Team,Power 5 School,Seed,Overall Seed,Berth Type,Placement,Games,W,L,Pct,PPG,OPP PPG,SCR MAR,RPG,OPP RPG,REB MAR,FGPG,FGAPG,FG%,FTPG,FTAPG,FT%,3FGPG,3FGAPG,3FG%,OPP FGPG,OPP FGAPG,OPP FG%,Opp 3FGAPG,Opp 3FGPG,Opp 3FG%,Rank,ASTPG,TOPG,Ratio
2019,UMES (MEAC),FALSE,,,,,32,7,25,21.9,57.3,71.6,-14.3,31,37.2,-6.2,21,53,39,10.28,15.28,67.3,5.38,19.06,28.2,25,54,45.6,23.94,8.88,37.1,307,11.28,13.47,0.84
2019,Portland (WCC),FALSE,,,,,32,7,25,21.9,64.9,74.7,-9.7,32.3,37.4,-5.2,22,53,41.4,14,20.88,67.1,6.75,20.75,32.5,26,58,44.5,23.72,8.75,36.9,294,11.53,13.28,0.87
2019,Cal Poly (Big West),FALSE,,,,,29,6,23,20.7,66.6,75.3,-8.7,33.6,38.2,-4.6,24,59,41.2,10.1,15.59,64.8,7.76,23.69,32.8,27,58,46.1,19.14,7.03,36.8,272,10.38,11.52,0.9
2019,Delaware St. (MEAC),FALSE,,,,,31,6,25,19.4,63.1,76.5,-13.4,36.9,42.1,-5.2,22,63,35.4,10.71,15.77,67.9,7.55,25.45,29.7,26,59,45,23,7.87,34.2,329,10.74,14.03,0.77
2019,UIW (Southland),FALSE,,,,,31,6,25,19.4,65.9,76,-10,27.3,31.1,-3.8,23,49,46.6,14.45,17.84,81,5.61,16.39,34.3,27,54,49.2,21.55,7.77,36.1,342,11.42,16.26,0.7
2019,USC Upstate (Big South),FALSE,,,,,32,6,26,18.8,67.8,74.8,-7.1,32.8,37.5,-4.6,24,59,41.4,10.94,15.38,71.1,8.41,25.53,32.9,26,57,46.2,20.34,6.94,34.1,214,13.56,13.75,0.99
2019,Kennesaw St. (ASUN),FALSE,,,,,32,6,26,18.8,63.4,76.7,-13.3,36.3,38.2,-1.9,23,61,38.1,12.81,18.44,69.5,4.25,13.69,31.1,28,61,46.6,22.66,8.03,35.4,314,11.31,13.66,0.83
2019,Mississippi Val. (SWAC),FALSE,,,,,32,6,26,18.8,64.3,78.1,-13.8,36.6,40.1,-3.5,23,60,38,13.31,20.22,65.8,5.38,17.31,31,28,60,46.4,22.78,8.78,38.5,293,11.28,12.97,0.87
2019,New Hampshire (America East),FALSE,,,,,29,5,24,17.2,60.1,68.6,-8.6,34,37.2,-3.2,21,57,37.6,8.1,13.28,61,9,27.14,33.2,24,54,44.3,20.52,6.83,33.3,264,11.21,12.28,0.91
2019,Maine (America East),FALSE,,,,,32,5,27,15.6,62.1,71,-8.8,31.7,33.3,-1.5,23,54,43.2,9.16,14.13,64.8,6.28,20.22,31.1,24,52,45.6,24.75,9.47,38.3,178,14.72,14.38,1.02
2019,Alabama A&M (SWAC),FALSE,,,,,32,5,27,15.6,60.6,71.4,-10.8,32,36.2,-4.2,23,56,40.7,8.88,14.16,62.7,5.69,18,31.6,25,54,46.9,20.78,7.34,35.3,324,12,15.22,0.79
2019,Idaho (Big Sky),FALSE,,,,,32,5,27,15.6,67.9,76.9,-8.9,33.1,36.2,-3.1,24,55,44.1,11.47,15.84,72.4,7.84,21.19,37,27,61,45.1,26.28,8.75,33.3,258,12.47,13.53,0.92
2019,Tulane (AAC),FALSE,,,,,31,4,27,12.9,67.2,77.5,-10.4,36.4,38.5,-2.2,24,58,41.1,13,18.87,68.9,6.87,21.61,31.8,28,63,44.1,24.48,8.23,33.6,247,14.32,15.13,0.95
2019,UNC Asheville (Big South),FALSE,,,,,31,4,27,12.9,59.9,74.6,-14.7,30,34.6,-4.6,21,52,40.3,10.45,14.1,74.1,7.19,22.16,32.5,26,55,47.6,23.97,8.74,36.5,340,10.68,14.74,0.72
2019,San Jose St. (Mountain West),FALSE,,,,,31,4,27,12.9,65.9,81.7,-15.9,36.5,37,-0.5,23,57,40.4,13.1,20,65.5,6.77,20.68,32.8,30,63,47.3,30.03,11.23,37.4,290,13.65,15.65,0.87
2019,Chicago St. (WAC),FALSE,,,,,32,3,29,9.4,61.6,84.7,-23.1,31.1,38.9,-7.8,22,55,41,12.28,18.16,67.6,4.41,14.72,29.9,30,62,48.5,27.16,10.34,38.1,338,11.75,16.03,0.73
