Year,Team,Power 5 School,Placement,Seed,Berth type,Overall rank,Win Pct,SCR MAR,REB MAR,FG%,FT%,3FG%,OPP FG%,OPP 3FG%,AST/TO Ratio
2019,Oklahoma (Big 12),True,32.0,9.0,At-Large,36.0,58.8,3.1,0.3,44.7,69.7,34.6,40.6,33.3,1.07
2019,Loyola Chicago (MVC),False,DNP,DNP,DNP,DNP,58.8,4.9,0.6,49.3,66.6,36.6,43.7,36.3,1.15
2019,Baylor (Big 12),True,32.0,9.0,At-Large,35.0,58.8,4.1,5.7,44.2,67.7,34.1,42.5,34.5,1.06
2019,Louisville (ACC),True,64.0,7.0,At-Large,25.0,58.8,6.2,3.6,43.4,77.7,34.2,40.8,32.0,1.11
2019,Grand Canyon (WAC),False,DNP,DNP,DNP,DNP,58.8,6.0,2.5,45.2,73.1,33.1,43.6,34.8,1.16
2019,San Diego (WCC),False,DNP,DNP,DNP,DNP,58.3,3.8,2.5,45.7,74.7,35.1,43.9,33.0,1.11
2019,Hawaii (Big West),False,DNP,DNP,DNP,DNP,58.1,3.5,1.5,45.1,69.3,35.4,44.8,34.0,1.3
2019,Oregon St. (Pac-12),True,DNP,DNP,DNP,DNP,58.1,3.5,2.3,46.3,74.2,32.1,43.2,37.3,1.2
2019,Georgetown (Big East),False,DNP,DNP,DNP,DNP,57.6,1.5,3.0,44.3,73.7,35.5,43.2,33.9,1.22
2019,New Orleans (Southland),False,DNP,DNP,DNP,DNP,57.6,1.8,-0.4,44.4,69.2,33.4,43.8,32.0,0.96
2019,UAB (C-USA),False,DNP,DNP,DNP,DNP,57.1,2.9,3.8,45.2,67.3,33.7,41.4,34.0,1.01
2019,Ohio St. (Big Ten),True,32.0,11.0,At-Large,41.0,57.1,2.9,1.3,43.4,73.4,34.1,42.2,32.7,1.13
2019,Creighton (Big East),False,DNP,DNP,DNP,DNP,57.1,4.7,0.3,47.9,67.9,38.7,45.7,35.4,1.21
2019,Bradley (MVC),False,64.0,15.0,Auto,61.0,57.1,1.3,0.9,43.3,69.2,36.8,41.2,32.7,0.96
2019,Princeton (Ivy League),False,DNP,DNP,DNP,DNP,57.1,-0.1,0.5,41.1,73.9,30.5,43.2,32.4,0.83
2019,Texas (Big 12),True,DNP,DNP,DNP,DNP,56.8,4.6,-0.9,43.3,69.9,34.8,42.3,35.4,1.21
2019,Tulsa (AAC),False,DNP,DNP,DNP,DNP,56.3,0.8,-2.1,44.8,69.5,34.0,40.9,32.8,1.06
2019,Presbyterian (Big South),False,DNP,DNP,DNP,DNP,55.6,5.8,-0.9,44.9,72.8,38.1,44.6,35.1,1.58
2019,Florida (SEC),True,32.0,10.0,At-Large,40.0,55.6,4.2,-1.2,42.5,72.1,33.4,42.1,31.6,1.04
2019,Green Bay (Horizon),False,DNP,DNP,DNP,DNP,55.3,1.4,-2.7,45.8,70.3,34.5,44.5,33.5,1.16
2019,UNLV (Mountain West),False,DNP,DNP,DNP,DNP,54.8,1.1,4.9,42.7,68.5,33.7,44.9,35.7,0.99
2019,Utah (Pac-12),True,DNP,DNP,DNP,DNP,54.8,1.0,3.1,46.4,70.6,37.0,45.8,35.6,1.08
2019,Weber St. (Big Sky),False,DNP,DNP,DNP,DNP,54.5,4.9,-1.6,47.6,74.6,36.4,42.8,31.4,0.99
2019,Saint Francis (PA) (NEC),False,DNP,DNP,DNP,DNP,54.5,0.3,3.0,43.5,70.6,35.1,46.3,35.0,1.02
2019,Seattle U (WAC),False,DNP,DNP,DNP,DNP,54.5,4.2,3.0,43.8,71.6,37.1,40.8,33.5,0.96
2019,George Mason (Atlantic 10),False,DNP,DNP,DNP,DNP,54.5,0.8,1.8,44.5,71.6,33.0,43.9,32.0,0.93
2019,Hartford (America East),False,DNP,DNP,DNP,DNP,54.5,2.1,-3.4,45.5,74.2,38.1,45.3,33.8,1.15
2019,Purdue Fort Wayne (Summit League),False,DNP,DNP,DNP,DNP,54.5,5.2,-1.5,48.1,69.3,37.9,45.4,37.0,1.33
2019,Rhode Island (Atlantic 10),False,DNP,DNP,DNP,DNP,54.5,1.6,1.6,42.9,68.0,28.0,42.6,32.3,0.99
2019,Indiana (Big Ten),True,DNP,DNP,DNP,DNP,54.3,3.7,1.1,45.7,65.5,31.2,41.9,33.1,1.08
2019,Xavier (Big East),False,DNP,DNP,DNP,DNP,54.3,1.5,4.6,46.6,67.9,33.1,43.2,35.6,1.12
2019,North Dakota St. (Summit League),False,64.0,16.0,Auto,67.0,54.3,0.4,-1.7,45.4,77.7,36.5,46.1,36.2,1.09
2019,ULM (Sun Belt),False,DNP,DNP,DNP,DNP,54.3,3.9,-0.8,45.4,78.2,39.6,45.5,35.3,1.25
2019,UTRGV (WAC),False,DNP,DNP,DNP,DNP,54.1,0.3,-5.9,41.8,69.4,31.9,44.5,33.7,1.07
2019,UTSA (C-USA),False,DNP,DNP,DNP,DNP,53.1,2.3,-1.3,43.3,73.7,34.4,42.8,32.4,1.04
2019,Arizona (Pac-12),True,DNP,DNP,DNP,DNP,53.1,2.0,0.6,42.7,71.9,33.6,44.8,32.9,1.07
2019,Southern Ill. (MVC),False,DNP,DNP,DNP,DNP,53.1,1.6,1.0,46.6,68.5,37.4,42.7,35.1,0.98
2019,Arkansas (SEC),True,DNP,DNP,DNP,DNP,52.9,3.0,-4.6,44.6,66.8,34.5,42.4,33.3,1.21
2019,Providence (Big East),False,DNP,DNP,DNP,DNP,52.9,1.6,1.4,42.3,69.1,32.6,43.3,34.1,1.1
2019,N.C. Central (MEAC),False,68.0,16.0,Auto,68.0,52.9,4.8,6.6,45.5,71.8,31.9,43.5,31.7,1.02
2019,St. Bonaventure (Atlantic 10),False,DNP,DNP,DNP,DNP,52.9,3.1,0.8,42.9,74.2,32.8,40.2,32.3,0.99
2019,Alabama (SEC),True,DNP,DNP,DNP,DNP,52.9,0.4,2.9,44.0,66.6,34.0,43.5,33.3,0.9
2019,Charleston So. (Big South),False,DNP,DNP,DNP,DNP,52.9,6.0,1.5,42.9,67.7,34.3,42.9,35.5,1.1
2019,CSU Bakersfield (WAC),False,DNP,DNP,DNP,DNP,52.9,0.0,4.9,42.4,67.3,32.4,43.6,36.6,0.86
2019,Nebraska (Big Ten),True,DNP,DNP,DNP,DNP,52.8,4.6,-2.3,42.9,69.7,33.8,42.1,33.2,1.35
2019,DePaul (Big East),False,DNP,DNP,DNP,DNP,52.8,1.9,5.2,47.1,72.7,34.3,45.2,37.3,1.05
2019,High Point (Big South),False,DNP,DNP,DNP,DNP,51.6,0.3,6.9,44.4,67.7,30.9,42.2,32.9,1.0
2019,Santa Clara (WCC),False,DNP,DNP,DNP,DNP,51.6,-1.8,-1.0,44.5,71.6,36.0,43.2,31.6,0.96
2019,Quinnipiac (MAAC),False,DNP,DNP,DNP,DNP,51.6,1.3,1.1,42.7,72.4,37.7,44.4,34.5,0.94
2019,Rider (MAAC),False,DNP,DNP,DNP,DNP,51.6,1.5,0.6,44.7,61.6,34.1,45.9,35.8,1.08
2019,St. Francis Brooklyn (NEC),False,DNP,DNP,DNP,DNP,51.5,0.8,-1.4,42.3,67.8,33.5,43.0,32.4,0.94
2019,Delaware (CAA),False,DNP,DNP,DNP,DNP,51.5,-0.8,-1.6,45.9,72.7,37.8,44.3,36.9,1.12
2019,Iona (MAAC),False,64.0,16.0,Auto,64.0,51.5,0.7,-2.8,45.2,74.5,35.1,44.5,36.6,1.06
2019,Illinois St. (MVC),False,DNP,DNP,DNP,DNP,51.5,-1.7,-0.5,43.1,71.7,33.2,44.1,33.9,1.01
2019,Samford (SoCon),False,DNP,DNP,DNP,DNP,51.5,2.9,0.4,47.2,73.1,37.0,41.8,35.3,1.0
2019,Siena (MAAC),False,DNP,DNP,DNP,DNP,51.5,-1.4,-4.1,43.4,68.0,33.9,46.2,35.9,1.28
2019,Southeastern La. (Southland),False,DNP,DNP,DNP,DNP,51.5,-0.1,2.9,44.1,71.7,33.8,44.2,33.0,0.84
2019,UT Arlington (Sun Belt),False,DNP,DNP,DNP,DNP,51.5,-0.6,2.4,40.9,74.1,30.3,42.3,29.8,0.9
2019,Akron (MAC),False,DNP,DNP,DNP,DNP,51.5,5.0,-2.6,40.9,70.5,32.0,39.6,29.3,1.03
2019,UCLA (Pac-12),True,DNP,DNP,DNP,DNP,51.5,0.4,4.2,45.7,63.3,35.5,42.4,34.7,1.01
2019,Fla. Atlantic (C-USA),False,DNP,DNP,DNP,DNP,51.5,2.4,3.6,41.0,75.1,32.4,41.1,31.5,0.87
2019,Hampton (Big South),False,DNP,DNP,DNP,DNP,51.4,5.0,1.1,43.2,78.7,34.5,42.5,33.1,1.28
2019,Robert Morris (NEC),False,DNP,DNP,DNP,DNP,51.4,1.3,0.7,43.2,69.9,35.5,44.8,34.1,0.96
2019,Northern Ill. (MAC),False,DNP,DNP,DNP,DNP,50.0,2.7,1.2,47.1,73.1,35.7,43.3,35.7,0.92
2019,Coastal Carolina (Sun Belt),False,DNP,DNP,DNP,DNP,50.0,3.6,3.9,45.3,71.9,37.1,43.4,32.2,0.95
2019,Grambling (SWAC),False,DNP,DNP,DNP,DNP,50.0,2.6,1.2,45.2,68.5,40.3,39.0,29.9,0.79
2019,Howard (MEAC),False,DNP,DNP,DNP,DNP,50.0,0.7,-2.9,43.3,72.6,36.5,43.5,34.6,1.08
2019,South Alabama (Sun Belt),False,DNP,DNP,DNP,DNP,50.0,0.4,-3.2,46.0,68.6,37.5,44.9,35.3,1.03
2019,Southern Utah (Big Sky),False,DNP,DNP,DNP,DNP,50.0,0.2,0.2,44.1,71.2,34.0,43.0,35.4,0.91
2019,Portland St. (Big Sky),False,DNP,DNP,DNP,DNP,50.0,2.2,7.0,42.4,70.2,30.9,46.3,34.7,0.97
2019,South Carolina (SEC),True,DNP,DNP,DNP,DNP,50.0,0.3,-0.1,42.3,68.2,36.6,42.3,34.0,0.95
2019,UIC (Horizon),False,DNP,DNP,DNP,DNP,50.0,0.2,-2.3,45.9,68.2,35.4,41.9,34.1,1.04
2019,LIU (NEC),False,DNP,DNP,DNP,DNP,50.0,1.1,0.2,43.7,70.3,34.1,42.3,33.0,0.91
2019,Missouri St. (MVC),False,DNP,DNP,DNP,DNP,50.0,1.5,-0.4,45.2,69.2,34.5,45.2,39.3,0.92
2019,American (Patriot),False,DNP,DNP,DNP,DNP,50.0,3.0,0.5,47.4,69.8,32.6,43.7,29.2,1.04
2019,Butler (Big East),False,DNP,DNP,DNP,DNP,48.5,1.1,-2.3,44.5,73.8,35.3,45.7,35.7,1.21
2019,Holy Cross (Patriot),False,DNP,DNP,DNP,DNP,48.5,-2.4,-8.3,46.2,66.7,35.4,45.7,37.3,1.47
2019,IUPUI (Horizon),False,DNP,DNP,DNP,DNP,48.5,2.4,4.6,45.2,70.2,33.7,44.8,36.4,1.02
2019,Oakland (Horizon),False,DNP,DNP,DNP,DNP,48.5,0.5,-3.6,46.4,74.2,38.5,46.1,34.9,1.36
2019,North Florida (ASUN),False,DNP,DNP,DNP,DNP,48.5,-1.4,-0.3,44.8,69.2,34.3,43.4,33.9,0.97
2019,Ball St. (MAC),False,DNP,DNP,DNP,DNP,48.5,3.5,2.2,47.0,70.2,32.5,41.4,31.8,0.89
2019,UConn (AAC),False,DNP,DNP,DNP,DNP,48.5,2.5,0.9,44.6,68.0,34.4,43.9,33.5,0.99
2019,Southern California (Pac-12),True,DNP,DNP,DNP,DNP,48.5,3.3,-1.8,46.0,64.5,38.2,42.6,33.4,1.37
2019,Indiana St. (MVC),False,DNP,DNP,DNP,DNP,48.4,-2.3,-2.1,44.0,73.1,36.3,45.1,34.1,0.85
2019,Sacramento St. (Big Sky),False,DNP,DNP,DNP,DNP,48.4,1.4,-0.1,44.8,69.3,33.2,44.3,35.9,1.07
