Rank,Team,GM,W-L,PTS,PPG,OPP PTS,OPP PPG,SCR MAR
109,Clemson (ACC),31,16-15,"2,001",64.5,"1,880",60.6,3.9
110,Yale (Ivy League),29,19-10,"1,991",68.7,"1,878",64.8,3.9
111,Quinnipiac (NEC),32,18-14,"2,271",71,"2,150",67.2,3.8
112,East Carolina (C-USA),31,15-16,"2,136",68.9,"2,019",65.1,3.8
113,LIU (NEC),34,25-9,"2,769",81.4,"2,641",77.7,3.8
114,Old Dominion (CAA),36,22-14,"2,368",65.8,"2,234",62.1,3.7
115,Illinois St. (MVC),35,21-14,"2,439",69.7,"2,310",66,3.7
116,Tennessee (SEC),34,19-15,"2,338",68.8,"2,216",65.2,3.6
117,Pittsburgh (AAC),39,22-17,"2,692",69,"2,554",65.5,3.5
118,Utah Valley (GWC),33,20-13,"2,305",69.8,"2,190",66.4,3.5
119,Xavier (Atlantic 10),36,23-13,"2,543",70.6,"2,422",67.3,3.4
120,Rice (C-USA),35,19-16,"2,438",69.7,"2,322",66.3,3.3
121,Toledo (MAC),36,19-17,"2,502",69.5,"2,385",66.3,3.3
