Year,Team,Power 5 School,Games,W,L,Win Pct,RPG,OPP RPG,REB MAR,FGPG,FGAPG,FG%,OPP FGPG,OPP FGAPG,OPP FG%,3FGPG,3FGAPG,3FG%,OPP 3FGPG,OPP 3FGAPG,OPP 3FG%,FTPG,FTAPG,FT%,PPG,OPP PPG,SCR MAR,ASTPG,TOPG,AST/TO Ratio
2018,Virginia (ACC),True,34,31,3,91.2,32.4,30.7,1.7,24.941176470588236,54.23529411764706,46.0,19.029411764705884,50.088235294117645,38.0,7.264705882352941,18.970588235294116,38.3,6.323529411764706,20.41176470588235,31.0,10.0,13.264705882352942,75.4,67.1,54.0,13.1,13.470588235294118,8.529411764705882,1.58
2018,Villanova (Big East),False,40,36,4,90.0,35.9,32.7,3.2,30.5,61.0,50.0,25.7,60.025,42.8,11.6,28.95,40.1,6.8,21.45,31.7,13.975,17.95,77.9,86.6,70.2,16.4,16.375,10.625,1.54
2018,Gonzaga (WCC),False,37,32,5,86.5,39.9,31.3,8.6,30.405405405405407,61.108108108108105,49.8,24.054054054054053,58.86486486486486,40.9,8.864864864864865,24.08108108108108,36.8,7.351351351351352,21.0,35.0,13.864864864864865,19.594594594594593,70.8,83.5,67.7,15.8,15.243243243243244,11.35135135135135,1.34
2018,Cincinnati (AAC),False,36,31,5,86.1,39.3,31.4,7.8,26.22222222222222,58.333333333333336,45.0,20.52777777777778,54.833333333333336,37.4,7.277777777777778,20.61111111111111,35.3,6.416666666666667,20.75,30.9,14.527777777777779,21.0,69.2,74.3,57.5,16.7,15.833333333333334,11.25,1.41
2018,Michigan St. (Big Ten),True,35,30,5,85.7,41.1,30.4,10.7,28.314285714285713,57.02857142857143,49.6,22.114285714285714,60.22857142857143,36.7,8.285714285714286,20.714285714285715,40.0,7.2,21.37142857142857,33.7,15.285714285714286,20.457142857142856,74.7,80.2,64.9,15.3,19.142857142857142,13.114285714285714,1.46
2018,Loyola Chicago (MVC),False,38,32,6,84.2,32.1,30.5,1.7,26.18421052631579,51.6578947368421,50.7,23.07894736842105,55.73684210526316,41.4,7.2894736842105265,18.42105263157895,39.6,6.684210526315789,20.68421052631579,32.3,11.947368421052632,16.473684210526315,72.5,71.6,62.6,9.1,15.631578947368421,12.421052631578947,1.26
2018,Saint Mary's (CA) (WCC),False,36,30,6,83.3,33.7,27.4,6.3,28.166666666666668,54.72222222222222,51.5,24.52777777777778,55.52777777777778,44.2,7.888888888888889,19.22222222222222,41.0,5.555555555555555,17.194444444444443,32.3,12.777777777777779,16.61111111111111,76.9,77.0,64.5,12.5,15.472222222222221,9.916666666666666,1.56
2018,Xavier (Big East),False,35,29,6,82.9,38.3,31.2,7.1,28.885714285714286,58.714285714285715,49.2,26.97142857142857,62.628571428571426,43.1,7.828571428571428,21.02857142857143,37.2,8.6,25.771428571428572,33.4,18.771428571428572,24.085714285714285,77.9,84.4,74.7,9.6,16.542857142857144,12.6,1.31
2018,New Mexico St. (WAC),False,34,28,6,82.4,41.2,32.4,8.8,28.323529411764707,61.88235294117647,45.8,22.441176470588236,56.44117647058823,39.8,7.588235294117647,22.735294117647058,33.4,6.529411764705882,21.029411764705884,31.0,11.411764705882353,17.735294117647058,64.3,75.6,64.2,11.4,14.147058823529411,12.617647058823529,1.12
2018,Murray St. (OVC),False,32,26,6,81.3,37.1,31.4,5.7,27.1875,56.34375,48.3,23.78125,57.53125,41.3,8.46875,22.46875,37.7,6.21875,20.28125,30.7,15.75,21.46875,73.4,78.6,66.2,12.4,14.71875,12.0,1.23
