Year,Team,Power 5 School,Placement,Seed,Berth type,Overall rank,Win Pct,SCR MAR,REB MAR,FG%,FT%,3FG%,OPP FG%,OPP 3FG%,AST/TO Ratio
2017,Gonzaga (WCC),False,2.0,1.0,Auto,4.0,94.9,21.1,7.1,50.4,71.7,38.2,36.5,29.0,1.33
2017,Villanova (Big East),False,32.0,1.0,Auto,1.0,88.9,14.5,3.7,49.5,79.0,36.9,41.9,31.1,1.26
2017,Arizona (Pac-12),True,16.0,2.0,Auto,6.0,86.5,10.6,6.8,47.7,76.5,39.0,42.1,31.0,1.21
2017,Middle Tenn. (C-USA),False,32.0,12.0,Auto,48.0,86.1,11.1,5.2,48.8,69.9,36.7,42.1,32.3,1.48
2017,UCLA (Pac-12),True,16.0,3.0,At-Large,11.0,86.1,14.3,3.7,52.2,73.8,40.6,42.2,36.5,1.91
2017,Wichita St. (MVC),False,32.0,10.0,Auto,38.0,86.1,18.6,9.0,46.9,73.3,40.3,37.7,31.1,1.44
2017,Kansas (Big 12),True,8.0,1.0,At-Large,2.0,86.1,11.3,4.4,48.8,67.8,40.4,42.0,35.6,1.28
2017,SMU (AAC),False,64.0,6.0,Auto,21.0,85.7,14.3,8.7,47.2,69.6,40.6,38.6,32.1,1.5
2017,Saint Mary's (CA) (WCC),False,32.0,7.0,At-Large,25.0,85.3,14.6,9.0,49.6,74.5,39.4,41.2,30.0,1.54
2017,Oregon (Pac-12),True,4.0,3.0,At-Large,9.0,84.6,13.1,4.2,48.1,71.2,38.0,40.3,31.3,1.35
2017,Kentucky (SEC),True,8.0,2.0,Auto,5.0,84.2,13.4,4.7,47.3,70.3,35.3,42.4,30.6,1.32
2017,Cincinnati (AAC),False,32.0,6.0,At-Large,22.0,83.3,12.9,4.5,45.8,68.6,34.5,38.8,34.4,1.55
2017,UNCW (CAA),False,64.0,12.0,Auto,49.0,82.9,9.8,2.2,48.0,69.1,36.6,47.8,33.8,1.56
2017,Vermont (America East),False,64.0,13.0,Auto,53.0,82.9,11.3,3.6,49.4,70.0,36.9,42.3,33.4,1.21
2017,North Carolina (ACC),True,1.0,1.0,At-Large,3.0,82.5,13.8,12.3,46.6,70.1,35.5,41.3,34.0,1.53
2017,New Mexico St. (WAC),False,64.0,14.0,Auto,55.0,82.4,10.8,6.3,46.7,71.2,33.7,41.9,29.4,1.09
2017,Nevada (Mountain West),False,64.0,12.0,Auto,47.0,80.0,8.5,3.5,44.8,70.5,38.2,42.8,31.0,1.45
2017,Illinois St. (MVC),False,DNP,DNP,DNP,DNP,80.0,7.8,2.5,43.9,66.4,36.9,37.9,32.8,1.13
2017,Monmouth (MAAC),False,DNP,DNP,DNP,DNP,79.4,7.6,0.3,43.7,75.7,37.3,40.7,33.4,1.01
2017,Winthrop (Big South),False,64.0,13.0,Auto,54.0,78.8,8.9,0.5,45.5,71.7,37.3,40.8,31.3,0.98
2017,Purdue (Big Ten),True,16.0,4.0,At-Large,16.0,77.1,11.3,6.6,47.9,75.7,40.3,42.1,33.2,1.41
