Year,Team,Power 5 School,Games,W,L,Win Pct,RPG,OPP RPG,REB MAR,FGPG,FGAPG,FG%,OPP FGPG,OPP FGAPG,OPP FG%,ASTPG,TOPG,AST/TO Ratio,OPP 3FGPG,OPP 3FGAPG,OPP 3FG%,FTPG,FTAPG,FT%,PPG,OPP PPG,SCR MAR,3FGPG,3FGAPG,3FG%
2011,Kansas (Big 12),True,38,35,3,92.1,38.8,30.8,8.0,29.31578947368421,57.71052631578947,50.8,22.68421052631579,57.578947368421055,39.4,17.736842105263158,13.342105263157896,1.33,5.921052631578948,19.894736842105264,29.8,15.394736842105264,22.68421052631579,67.9,81.2,64.7,16.5,7.131578947368421,18.68421052631579,38.2
2011,San Diego St. (Mountain West),False,37,34,3,91.9,37.7,31.0,6.8,26.783783783783782,57.86486486486486,46.3,21.675675675675677,54.78378378378378,39.6,13.486486486486486,10.864864864864865,1.24,5.243243243243243,16.43243243243243,31.9,12.297297297297296,17.64864864864865,69.7,71.9,59.2,12.6,6.027027027027027,17.27027027027027,34.9
2011,Ohio St. (Big Ten),True,37,34,3,91.9,34.5,29.6,4.9,27.486486486486488,55.648648648648646,49.4,22.64864864864865,53.4054054054054,42.4,15.864864864864865,10.135135135135135,1.57,6.27027027027027,18.45945945945946,34.0,14.45945945945946,20.62162162162162,70.1,77.1,59.7,17.5,7.702702702702703,18.216216216216218,42.3
2011,Utah St. (WAC),False,34,30,4,88.2,37.2,29.6,7.6,24.705882352941178,52.588235294117645,47.0,20.470588235294116,53.38235294117647,38.3,14.705882352941176,11.823529411764707,1.24,5.470588235294118,18.11764705882353,30.2,16.558823529411764,22.470588235294116,73.7,72.0,58.7,13.4,6.0588235294117645,16.529411764705884,36.7
2011,Duke (ACC),True,37,32,5,86.5,37.8,35.1,2.7,28.10810810810811,59.62162162162162,47.1,24.216216216216218,59.78378378378378,40.5,14.297297297297296,12.08108108108108,1.18,4.756756756756757,14.675675675675675,32.4,16.81081081081081,22.324324324324323,75.3,80.9,64.7,16.2,7.864864864864865,21.027027027027028,37.4
2011,BYU (Mountain West),False,37,32,5,86.5,38.5,35.7,2.8,27.54054054054054,61.270270270270274,44.9,24.37837837837838,58.75675675675676,41.5,14.54054054054054,10.91891891891892,1.33,5.891891891891892,18.0,32.7,17.89189189189189,23.37837837837838,76.5,81.4,67.9,13.5,8.432432432432432,23.37837837837838,36.1
2011,Belmont (ASUN),False,35,30,5,85.7,35.9,32.5,3.5,26.97142857142857,58.42857142857143,46.2,20.6,50.4,40.9,16.257142857142856,13.742857142857142,1.18,5.228571428571429,15.571428571428571,33.6,16.428571428571427,22.314285714285713,73.6,79.7,62.2,17.5,9.342857142857143,24.685714285714287,37.8
2011,Pittsburgh (AAC),False,34,28,6,82.4,40.0,29.2,10.8,26.058823529411764,54.88235294117647,47.5,21.61764705882353,54.411764705882355,39.7,17.5,11.676470588235293,1.5,5.852941176470588,17.941176470588236,32.6,15.882352941176471,23.676470588235293,67.1,73.9,61.0,13.0,5.9411764705882355,15.058823529411764,39.5
2011,Coastal Carolina (Big South),False,34,28,6,82.4,39.4,32.3,7.1,27.352941176470587,56.3235294117647,48.6,23.41176470588235,59.14705882352941,39.6,15.323529411764707,13.029411764705882,1.18,7.117647058823529,20.735294117647058,34.3,16.941176470588236,24.470588235294116,69.2,76.4,64.1,12.3,,,
2011,LIU (NEC),False,33,27,6,81.8,41.8,37.3,4.5,28.12121212121212,60.878787878787875,46.2,28.545454545454547,65.60606060606061,43.5,15.242424242424242,15.303030303030303,1.0,6.303030303030303,21.242424242424242,29.7,19.545454545454547,30.272727272727273,64.6,82.7,74.7,8.0,6.9393939393939394,19.242424242424242,36.1
2011,George Mason (CAA),False,34,27,7,79.4,34.9,32.9,2.1,25.764705882352942,54.73529411764706,47.1,22.38235294117647,54.3235294117647,41.2,14.205882352941176,11.058823529411764,1.28,5.911764705882353,18.11764705882353,32.6,14.558823529411764,21.11764705882353,68.9,72.8,62.5,10.3,6.676470588235294,16.88235294117647,39.5
2011,Old Dominion (CAA),False,34,27,7,79.4,39.9,28.1,11.7,23.61764705882353,53.76470588235294,43.9,21.08823529411765,52.1764705882353,40.4,14.264705882352942,12.470588235294118,1.14,7.205882352941177,19.705882352941178,36.6,13.5,20.205882352941178,66.8,65.6,58.4,7.3,,,
