Year,Team,Power 5 School,Placement,Seed,Berth type,Overall rank,Win Pct,SCR MAR,REB MAR,FG%,FT%,3FG%,OPP FG%,OPP 3FG%,AST/TO Ratio
2011,Kansas (Big 12),True,8.0,1,Automatic,DNP,92.1,16.5,8.0,50.8,67.9,38.2,39.4,29.8,1.33
2011,San Diego St. (Mountain West),False,16.0,2,Automatic,DNP,91.9,12.6,6.8,46.3,69.7,34.9,39.6,31.9,1.24
2011,Ohio St. (Big Ten),True,16.0,1,Automatic,DNP,91.9,17.5,4.9,49.4,70.1,42.3,42.4,34.0,1.57
2011,Utah St. (WAC),False,64.0,12,Automatic,DNP,88.2,13.4,7.6,47.0,73.7,36.7,38.3,30.2,1.24
2011,Duke (ACC),True,16.0,1,Automatic,DNP,86.5,16.2,2.7,47.1,75.3,37.4,40.5,32.4,1.18
2011,BYU (Mountain West),False,16.0,3,At-large,DNP,86.5,13.5,2.8,44.9,76.5,36.1,41.5,32.7,1.33
2011,Belmont (ASUN),False,64.0,13,Automatic,DNP,85.7,17.5,3.5,46.2,73.6,37.8,40.9,33.6,1.18
2011,Pittsburgh (AAC),False,32.0,1,At-large,DNP,82.4,13.0,10.8,47.5,67.1,39.5,39.7,32.6,1.5
2011,Coastal Carolina (Big South),False,DNP,DNP,DNP,DNP,82.4,12.3,7.1,48.6,69.2,DNP,39.6,34.3,1.18
2011,LIU (NEC),False,64.0,15,Automatic,DNP,81.8,8.0,4.5,46.2,64.6,36.1,43.5,29.7,1.0
2011,George Mason (CAA),False,32.0,8,At-large,DNP,79.4,10.3,2.1,47.1,68.9,39.5,41.2,32.6,1.28
2011,Old Dominion (CAA),False,64.0,9,Automatic,DNP,79.4,7.3,11.7,43.9,66.8,DNP,40.4,36.6,1.14
2011,Notre Dame (AAC),False,32.0,2,At-large,DNP,79.4,9.7,4.4,46.0,72.4,38.6,40.8,35.3,1.55
2011,Arizona (Pac-12),True,8.0,5,At-large,DNP,78.9,8.6,4.0,46.9,74.6,39.7,44.4,29.3,1.11
2011,North Carolina (ACC),True,8.0,2,At-large,DNP,78.4,8.7,6.4,45.0,67.2,32.8,40.5,33.1,1.16
2011,Richmond (Atlantic 10),False,16.0,12,Automatic,DNP,78.4,8.4,-2.1,45.9,68.7,39.1,40.5,30.6,1.43
2011,Florida (SEC),True,8.0,2,At-large,DNP,78.4,8.7,5.5,46.5,66.9,35.2,42.0,31.1,1.15
2011,Wichita St. (MVC),False,DNP,DNP,DNP,DNP,78.4,11.1,8.4,46.8,74.6,35.5,40.8,33.8,1.24
2011,Princeton (Ivy League),False,64.0,13,Automatic,DNP,78.1,6.2,4.1,46.5,73.2,36.3,42.4,33.0,1.1
2011,UConn (AAC),False,1.0,3,Automatic,DNP,78.0,7.5,4.4,43.4,76.3,32.9,39.3,32.7,1.15
2011,Texas (Big 12),True,32.0,4,At-large,DNP,77.8,12.9,6.4,45.5,65.4,37.6,38.7,29.5,1.14
2011,Syracuse (AAC),False,32.0,3,At-large,DNP,77.1,10.1,3.6,47.2,66.5,35.4,39.4,31.5,1.31
2011,Harvard (Ivy League),False,DNP,DNP,DNP,DNP,76.7,7.0,2.3,47.5,80.8,37.8,43.3,36.5,1.08
2011,Temple (Atlantic 10),False,32.0,7,At-large,DNP,76.5,8.1,2.5,44.7,69.8,35.3,41.4,35.8,1.39
2011,Purdue (Big Ten),True,32.0,3,At-large,DNP,76.5,10.7,1.9,44.7,71.5,36.4,41.4,32.6,1.52
2011,Kentucky (SEC),True,4.0,4,Automatic,DNP,76.3,11.4,3.6,45.9,71.0,39.7,39.4,32.4,1.19
2011,Fairfield (MAAC),False,DNP,DNP,DNP,DNP,75.8,6.8,2.5,43.3,65.4,DNP,40.0,32.0,0.99
2011,Cleveland St. (Horizon),False,DNP,DNP,DNP,DNP,75.0,7.4,-1.2,43.4,73.1,34.1,41.4,32.4,1.04
2011,Xavier (Atlantic 10),False,16.0,6,At-large,DNP,75.0,7.5,4.3,46.1,74.7,32.9,40.6,33.9,1.1
2011,Missouri St. (MVC),False,DNP,DNP,DNP,DNP,74.3,6.7,3.5,45.3,73.0,37.6,44.9,34.8,1.28
2011,Cincinnati (AAC),False,32.0,6,At-large,DNP,74.3,9.3,4.3,43.7,66.8,33.8,41.1,32.3,1.24
2011,Butler (Horizon),False,2.0,8,Automatic,DNP,73.7,7.1,3.1,43.3,72.6,35.2,42.4,32.4,1.09
2011,Wisconsin (Big Ten),True,16.0,4,At-large,DNP,73.5,9.4,3.5,44.1,81.8,37.4,42.8,37.0,1.71
2011,Saint Mary's (CA) (WCC),False,DNP,DNP,DNP,DNP,73.5,12.7,4.0,48.5,75.9,39.0,44.1,36.1,1.47
2011,Bucknell (Patriot),False,64.0,14,Automatic,DNP,73.5,6.3,-0.4,44.6,78.8,40.0,39.6,31.7,1.29
2011,Hampton (MEAC),False,64.0,16,Automatic,DNP,72.7,3.8,-4.4,40.5,64.8,32.4,38.4,31.7,0.94
2011,Texas A&M (Big 12),True,64.0,7,At-large,DNP,72.7,7.4,6.2,44.1,69.7,33.9,41.2,31.6,1.04
2011,UNLV (Mountain West),False,64.0,8,At-large,DNP,72.7,8.7,1.4,45.9,68.9,33.0,40.5,32.9,1.22
2011,Murray St. (OVC),False,DNP,DNP,DNP,DNP,71.9,6.7,2.3,45.9,69.9,37.9,43.4,35.0,0.97
2011,Vermont (America East),False,DNP,DNP,DNP,DNP,71.9,5.5,6.6,44.7,67.6,DNP,39.2,32.4,0.92
2011,Memphis (C-USA),False,64.0,12,Automatic,DNP,71.4,3.8,0.8,45.1,68.0,32.9,41.6,33.0,0.96
2011,Oakland (Summit League),False,64.0,13,Automatic,DNP,71.4,8.6,5.0,49.2,72.0,37.4,44.4,36.3,1.2
2011,UTEP (C-USA),False,DNP,DNP,DNP,DNP,71.4,7.0,-2.4,46.5,67.0,36.4,40.0,30.6,1.23
2011,Louisville (AAC),False,64.0,4,At-large,DNP,71.4,10.4,0.1,45.3,66.3,36.2,39.4,31.1,1.32
2011,Gonzaga (WCC),False,32.0,11,Automatic,DNP,71.4,10.8,6.5,47.9,76.2,37.0,40.4,36.5,1.14
2011,Morehead St. (OVC),False,32.0,13,Automatic,DNP,71.4,7.1,9.1,45.4,67.4,33.9,41.9,36.5,0.81
2011,UAB (C-USA),False,68.0,12,At-large,DNP,71.0,5.8,2.4,43.8,71.7,34.2,41.3,31.0,1.09
2011,American (Patriot),False,DNP,DNP,DNP,DNP,71.0,2.5,3.1,44.7,71.8,33.8,42.1,36.1,1.24
2011,Col. of Charleston (SoCon),False,DNP,DNP,DNP,DNP,70.3,7.2,-0.8,47.7,74.1,36.6,43.7,34.0,1.11
2011,VCU (CAA),False,4.0,11,At-large,DNP,70.0,4.8,-4.1,43.4,71.5,37.0,44.1,33.6,1.29
2011,Quinnipiac (NEC),False,DNP,DNP,DNP,DNP,68.8,4.3,9.3,42.8,61.1,34.4,41.9,33.6,1.25
2011,Southern Miss. (C-USA),False,DNP,DNP,DNP,DNP,68.8,8.7,7.6,45.3,73.0,36.8,41.8,35.6,1.0
2011,Washington (Pac-12),True,32.0,7,Automatic,DNP,68.6,12.4,4.2,46.9,67.4,37.1,41.8,32.8,1.39
