Year,Team,Power 5 School,Games,W,L,Win Pct,RPG,OPP RPG,REB MAR,FGPG,FGAPG,FG%,OPP FGPG,OPP FGAPG,OPP FG%,3FGPG,3FGAPG,3FG%,OPP 3FGPG,OPP 3FGAPG,OPP 3FG%,FTPG,FTAPG,FT%,PPG,OPP PPG,SCR MAR,ASTPG,TOPG,AST/TO Ratio
2022,Murray St. (OVC),False,34,31,3,91.2,39.1,31.3,7.8,28.764705882352942,60.470588235294116,47.6,23.176470588235293,56.23529411764706,41.2,8.0,22.794117647058822,35.1,6.823529411764706,22.764705882352942,30.0,13.588235294117647,19.647058823529413,69.2,79.1,63.2,15.9,14.735294117647058,11.441176470588236,1.29
2022,Arizona (Pac-12),True,37,33,4,89.2,41.4,33.8,7.6,30.18918918918919,61.32432432432432,49.2,25.08108108108108,64.86486486486487,38.7,7.756756756756757,22.027027027027028,35.2,7.378378378378378,22.513513513513512,32.8,15.837837837837839,21.43243243243243,73.9,84.0,68.1,15.9,19.62162162162162,13.432432432432432,1.46
2022,Gonzaga (WCC),False,32,28,4,87.5,41.8,33.3,8.5,32.65625,62.625,52.1,24.65625,64.875,38.0,8.1875,22.125,37.0,6.59375,21.59375,30.5,13.6875,19.1875,71.3,87.2,66.2,21.0,18.0625,11.5625,1.56
2022,South Dakota St. (Summit League),False,35,30,5,85.7,35.5,31.8,3.7,30.8,59.114285714285714,52.1,27.257142857142856,62.4,43.7,9.314285714285715,20.942857142857143,44.5,9.057142857142857,25.62857142857143,35.3,14.942857142857143,19.714285714285715,75.8,85.9,73.2,12.7,15.085714285714285,11.0,1.37
2022,Kansas (Big 12),True,40,34,6,85.0,37.9,33.1,4.8,28.6,59.825,47.8,24.5,60.275,40.6,7.15,19.8,36.1,6.25,20.95,29.8,13.875,19.35,71.7,78.2,67.2,11.0,15.325,12.1,1.27
2022,Houston (AAC),False,38,32,6,84.2,39.0,32.0,7.0,27.736842105263158,59.6578947368421,46.5,19.57894736842105,52.71052631578947,37.1,7.842105263157895,23.18421052631579,33.8,6.473684210526316,22.5,28.8,11.526315789473685,17.289473684210527,66.7,74.8,58.8,16.1,16.236842105263158,11.131578947368421,1.46
2022,Auburn (SEC),True,34,28,6,82.4,40.4,36.5,3.9,27.735294117647058,63.705882352941174,43.5,22.852941176470587,59.23529411764706,38.6,8.058823529411764,25.352941176470587,31.8,6.617647058823529,21.323529411764707,31.0,14.705882352941176,20.11764705882353,73.1,78.2,67.2,11.0,14.735294117647058,12.088235294117647,1.22
2022,Vermont (America East),False,34,28,6,82.4,35.0,29.1,5.9,27.529411764705884,55.94117647058823,49.2,22.5,54.85294117647059,41.0,8.764705882352942,24.029411764705884,36.5,7.088235294117647,20.647058823529413,34.3,11.0,14.823529411764707,74.2,74.8,60.7,14.1,15.147058823529411,9.588235294117647,1.58
2022,Duke (ACC),True,39,32,7,82.1,37.9,33.9,4.0,29.692307692307693,60.43589743589744,49.1,26.333333333333332,63.12820512820513,41.7,7.897435897435898,21.564102564102566,36.6,6.794871794871795,21.17948717948718,32.1,12.76923076923077,17.307692307692307,73.8,80.1,67.8,12.3,16.46153846153846,10.256410256410257,1.6
2022,Providence (Big East),False,33,27,6,81.8,37.6,34.4,3.2,24.484848484848484,56.333333333333336,43.5,24.303030303030305,59.39393939393939,40.9,7.363636363636363,21.393939393939394,34.4,6.424242424242424,21.393939393939394,30.0,15.181818181818182,20.848484848484848,72.8,71.5,66.2,5.3,13.242424242424242,11.454545454545455,1.16
2022,Colorado St. (Mountain West),False,31,25,6,80.6,31.7,32.0,-0.3,26.483870967741936,55.16129032258065,48.0,23.967741935483872,55.74193548387097,43.0,7.774193548387097,21.774193548387096,35.7,7.967741935483871,24.322580645161292,32.8,12.64516129032258,16.35483870967742,77.3,73.4,66.0,7.4,14.258064516129032,10.096774193548388,1.41
2022,Baylor (Big 12),True,34,27,7,79.4,37.2,32.4,4.8,28.294117647058822,61.26470588235294,46.2,23.558823529411764,55.64705882352941,42.3,8.058823529411764,23.5,34.3,6.088235294117647,20.147058823529413,30.2,12.382352941176471,17.764705882352942,69.7,77.0,64.1,13.0,15.941176470588236,12.382352941176471,1.29
2022,Davidson (Atlantic 10),False,34,27,7,79.4,34.2,31.1,3.1,26.705882352941178,55.5,48.1,23.294117647058822,55.588235294117645,41.9,8.852941176470589,22.88235294117647,38.7,8.088235294117647,24.205882352941178,33.4,13.235294117647058,17.558823529411764,75.4,75.5,66.0,9.5,14.647058823529411,9.794117647058824,1.5
2022,New Mexico St. (WAC),False,34,27,7,79.4,38.1,31.1,6.9,25.558823529411764,56.23529411764706,45.4,22.58823529411765,58.11764705882353,38.9,7.882352941176471,23.823529411764707,33.1,7.470588235294118,24.794117647058822,30.1,13.470588235294118,19.176470588235293,70.2,72.5,64.6,7.9,13.735294117647058,14.058823529411764,0.98
2022,Villanova (Big East),False,38,30,8,78.9,34.8,32.7,2.1,24.263157894736842,56.13157894736842,43.2,22.657894736842106,55.55263157894737,40.8,9.342105263157896,26.0,35.9,7.2105263157894735,23.44736842105263,30.8,13.868421052631579,16.710526315789473,83.0,71.7,62.7,9.0,11.868421052631579,9.894736842105264,1.2
2022,Longwood (Big South),False,33,26,7,78.8,37.1,30.4,6.7,26.454545454545453,58.72727272727273,45.0,23.87878787878788,55.09090909090909,43.3,8.151515151515152,21.606060606060606,37.7,7.636363636363637,23.90909090909091,31.9,14.696969696969697,20.21212121212121,72.7,75.8,65.7,10.0,14.454545454545455,12.333333333333334,1.17
2022,Purdue (Big Ten),True,37,29,8,78.4,38.7,29.1,9.6,27.72972972972973,56.5945945945946,49.0,25.486486486486488,60.13513513513514,42.4,8.513513513513514,22.16216216216216,38.4,8.108108108108109,24.405405405405407,33.2,15.378378378378379,21.62162162162162,71.1,79.4,68.4,10.9,16.243243243243242,11.783783783783784,1.38
2022,North Texas (C-USA),False,32,25,7,78.1,34.1,29.6,4.5,22.5625,51.0625,44.2,20.4375,49.46875,41.3,7.71875,21.59375,35.7,4.1875,14.78125,28.3,12.25,18.84375,65.0,65.1,55.7,9.4,11.03125,11.375,0.97
2022,Wagner (NEC),False,27,21,6,77.8,37.3,32.3,5.0,27.666666666666668,59.74074074074074,46.3,22.22222222222222,53.25925925925926,41.7,5.111111111111111,17.925925925925927,28.5,6.222222222222222,21.037037037037038,29.6,14.0,19.296296296296298,72.6,74.4,64.7,9.7,14.555555555555555,12.518518518518519,1.16
2022,Norfolk St. (MEAC),False,31,24,7,77.4,38.8,33.8,5.0,26.258064516129032,56.96774193548387,46.1,22.161290322580644,58.29032258064516,38.0,6.967741935483871,20.29032258064516,34.3,7.67741935483871,26.322580645161292,29.2,14.774193548387096,21.129032258064516,69.9,74.3,64.4,9.8,12.451612903225806,14.03225806451613,0.89
2022,Boise St. (Mountain West),False,35,27,8,77.1,34.8,30.1,4.7,24.257142857142856,54.57142857142857,44.5,22.65714285714286,53.0,42.7,7.3428571428571425,21.2,34.6,5.685714285714286,17.4,32.7,12.4,19.085714285714285,65.0,68.3,60.9,7.4,11.4,12.085714285714285,0.94
2022,Chattanooga (SoCon),False,35,27,8,77.1,36.1,31.2,4.9,27.314285714285713,58.82857142857143,46.4,23.714285714285715,56.142857142857146,42.2,7.885714285714286,22.857142857142858,34.5,6.742857142857143,22.685714285714287,29.7,11.657142857142857,15.628571428571428,74.6,74.2,64.4,9.8,12.82857142857143,10.971428571428572,1.17
2022,Montana St. (Big Sky),False,35,27,8,77.1,35.1,31.0,4.1,26.37142857142857,55.77142857142857,47.3,24.02857142857143,56.142857142857146,42.8,7.6571428571428575,20.82857142857143,36.8,6.514285714285714,19.8,32.9,16.142857142857142,21.4,75.4,76.5,69.3,7.3,13.2,12.885714285714286,1.02
2022,Tennessee (SEC),True,35,27,8,77.1,36.9,33.7,3.2,26.142857142857142,60.22857142857143,43.4,22.0,54.628571428571426,40.3,8.714285714285714,24.228571428571428,36.0,6.714285714285714,21.428571428571427,31.3,12.457142857142857,17.428571428571427,71.5,73.5,62.9,10.5,16.457142857142856,12.257142857142858,1.34
2022,UAB (C-USA),False,35,27,8,77.1,38.2,33.7,4.5,29.571428571428573,63.2,46.8,23.8,57.4,41.5,7.885714285714286,20.942857142857143,37.7,6.914285714285715,21.285714285714285,32.5,13.285714285714286,17.97142857142857,73.9,80.3,66.7,13.6,13.057142857142857,11.514285714285714,1.13
2022,UCLA (Pac-12),True,35,27,8,77.1,36.6,33.2,3.4,27.62857142857143,61.371428571428574,45.0,23.114285714285714,55.65714285714286,41.5,6.771428571428571,19.17142857142857,35.3,6.8,21.2,32.1,13.371428571428572,18.057142857142857,74.1,75.4,64.5,10.9,13.885714285714286,8.942857142857143,1.55
2022,Princeton (Ivy League),False,30,23,7,76.7,35.5,33.6,1.9,30.333333333333332,62.2,48.8,27.133333333333333,59.733333333333334,45.4,10.9,28.2,38.7,6.266666666666667,18.966666666666665,33.0,8.266666666666667,12.933333333333334,63.9,79.8,70.1,9.7,15.566666666666666,10.166666666666666,1.53
