Rank,Team,GM,W-L,PTS,PPG,OPP PTS,OPP PPG,SCR MAR
115,Elon (SoCon),32,18-14,"2,392",74.8,"2,281",71.3,3.5
115,Marquette (Big East),32,17-15,"2,310",72.2,"2,199",68.7,3.5
117,UNI (MVC),31,16-15,"2,256",72.8,"2,149",69.3,3.5
118,LSU (SEC),34,20-14,"2,540",74.7,"2,423",71.3,3.4
119,San Francisco (WCC),33,21-12,"2,469",74.8,"2,357",71.4,3.4
120,St. Bonaventure (Atlantic 10),33,18-15,"2,421",73.4,"2,313",70.1,3.3
121,California (Pac-12),35,21-14,"2,533",72.4,"2,419",69.1,3.3
122,Maryland (ACC),32,17-15,"2,270",70.9,"2,166",67.7,3.3
123,Missouri (SEC),35,23-12,"2,553",72.9,"2,441",69.7,3.2
124,Wagner (NEC),31,19-12,"2,217",71.5,"2,122",68.5,3.1
125,Portland (WCC),31,15-16,"2,327",75.1,"2,233",72,3
126,Wyoming (Mountain West),33,18-15,"2,130",64.5,"2,035",61.7,2.9
127,Youngstown St. (Horizon),32,15-17,"2,461",76.9,"2,370",74.1,2.8
128,Northwestern St. (Southland),31,17-14,"2,686",86.6,"2,599",83.8,2.8
129,UAB (C-USA),31,18-13,"2,266",73.1,"2,180",70.3,2.8
130,Hampton (MEAC),31,18-13,"2,262",73,"2,177",70.2,2.7
131,Georgetown (Big East),33,18-15,"2,344",71,"2,255",68.3,2.7
132,Canisius (MAAC),34,21-13,"2,661",78.3,"2,570",75.6,2.7
133,Winthrop (Big South),33,20-13,"2,442",74,"2,355",71.4,2.6
134,Utah St. (Mountain West),32,18-14,"2,215",69.2,"2,132",66.6,2.6
135,Indiana St. (MVC),34,23-11,"2,416",71.1,"2,328",68.5,2.6
136,Ole Miss (SEC),33,19-14,"2,482",75.2,"2,400",72.7,2.5
137,Colgate (Patriot),31,13-18,"2,158",69.6,"2,083",67.2,2.4
138,Quinnipiac (MAAC),32,20-12,"2,521",78.8,"2,448",76.5,2.3
139,San Diego (WCC),35,18-17,"2,362",67.5,"2,283",65.2,2.3
140,Fresno St. (Mountain West),39,21-18,"2,837",72.7,"2,749",70.5,2.3
141,St. Francis Brooklyn (NEC),32,18-14,"2,207",69,"2,139",66.8,2.1
141,Utah Valley (WAC),32,20-12,"2,161",67.5,"2,093",65.4,2.1
143,Oral Roberts (Southland),33,17-16,"2,357",71.4,"2,287",69.3,2.1
144,Texas Southern (SWAC),34,19-15,"2,584",76,"2,512",73.9,2.1
144,Georgia (SEC),34,20-14,"2,343",68.9,"2,271",66.8,2.1
146,Illinois (Big Ten),35,20-15,"2,248",64.2,"2,176",62.2,2.1
147,Colorado (Pac-12),35,23-12,"2,457",70.2,"2,387",68.2,2
148,Seton Hall (Big East),34,17-17,"2,442",71.8,"2,375",69.9,2
149,Miami (FL) (ACC),33,17-16,"2,029",61.5,"1,964",59.5,2
150,Butler (Big East),31,14-17,"2,125",68.5,"2,064",66.6,2
151,East Carolina (C-USA),34,17-17,"2,477",72.9,"2,411",70.9,1.9
152,UNC Asheville (Big South),32,17-15,"2,486",77.7,"2,424",75.8,1.9
153,Albany (NY) (America East),34,19-15,"2,239",65.9,"2,174",63.9,1.9
154,Texas A&M (SEC),34,18-16,"2,199",64.7,"2,135",62.8,1.9
155,William & Mary (CAA),32,20-12,"2,340",73.1,"2,281",71.3,1.8
156,Bucknell (Patriot),30,16-14,"1,977",65.9,"1,922",64.1,1.8
157,Montana (Big Sky),30,17-13,"2,123",70.8,"2,070",69,1.8
158,Holy Cross (Patriot),34,20-14,"2,277",67,"2,217",65.2,1.8
159,Akron (MAC),34,21-13,"2,332",68.6,"2,274",66.9,1.7
160,Nebraska (Big Ten),32,19-13,"2,137",66.8,"2,085",65.2,1.6
161,Western Caro. (SoCon),34,19-15,"2,524",74.2,"2,469",72.6,1.6
162,NJIT (Independent),29,13-16,"2,107",72.7,"2,061",71.1,1.6
163,NC State (ACC),36,22-14,"2,561",71.1,"2,504",69.6,1.6
164,Chattanooga (SoCon),33,18-15,"2,489",75.4,"2,439",73.9,1.5
165,Drexel (CAA),30,16-14,"2,064",68.8,"2,020",67.3,1.5
166,Dartmouth (Ivy League),28,16-Dec,"1,905",68,"1,864",66.6,1.5
167,Denver (Summit League),31,16-15,"2,044",65.9,"1,999",64.5,1.5
168,Bryant (NEC),32,18-14,"2,349",73.4,"2,304",72,1.4
168,Notre Dame (ACC),32,15-17,"2,303",72,"2,258",70.6,1.4
170,Richmond (Atlantic 10),33,19-14,"2,196",66.5,"2,150",65.2,1.4
171,Alabama St. (SWAC),32,19-13,"2,265",70.8,"2,225",69.5,1.3
171,Kent St. (MAC),32,16-16,"2,228",69.6,"2,188",68.4,1.3
173,A&M-Corpus Christi (Southland),34,18-16,"2,350",69.1,"2,312",68,1.1
174,Eastern Wash. (Big Sky),31,15-16,"2,362",76.2,"2,329",75.1,1.1
175,Western Ky. (Sun Belt),32,20-12,"2,194",68.6,"2,162",67.6,1
176,Norfolk St. (MEAC),34,19-15,"2,428",71.4,"2,398",70.5,0.9
177,Yale (Ivy League),33,19-14,"2,209",66.9,"2,182",66.1,0.8
178,CSU Bakersfield (WAC),32,13-19,"2,215",69.2,"2,189",68.4,0.8
179,ETSU (ASUN),35,19-16,"2,689",76.8,"2,663",76.1,0.7
180,Seattle U (WAC),30,13-17,"2,139",71.3,"2,119",70.6,0.7
181,Alabama (SEC),32,13-19,"2,170",67.8,"2,150",67.2,0.6
182,Idaho St. (Big Sky),29,18-Nov,"2,054",70.8,"2,036",70.2,0.6
183,Penn St. (Big Ten),34,16-18,"2,409",70.9,"2,388",70.2,0.6
184,Purdue (Big Ten),32,15-17,"2,312",72.3,"2,293",71.7,0.6
185,Liberty (Big South),32,21-Nov,"2,250",70.3,"2,234",69.8,0.5
186,Santa Clara (WCC),33,14-19,"2,340",70.9,"2,325",70.5,0.5
187,Missouri St. (MVC),33,20-13,"2,262",68.5,"2,251",68.2,0.3
188,Ga. Southern (SoCon),34,15-19,"2,406",70.8,"2,395",70.4,0.3
189,Col. of Charleston (CAA),32,14-18,"2,016",63,"2,006",62.7,0.3
190,Marshall (C-USA),33,22-Nov,"2,385",72.3,"2,375",72,0.3
191,Portland St. (Big Sky),32,17-15,"2,320",72.5,"2,311",72.2,0.3
192,Robert Morris (NEC),36,22-14,"2,593",72,"2,583",71.8,0.3
193,Detroit Mercy (Horizon),32,13-19,"2,275",71.1,"2,267",70.8,0.3
194,Oregon St. (Pac-12),32,16-16,"2,425",75.8,"2,420",75.6,0.2
195,Drake (MVC),31,15-16,"2,116",68.3,"2,115",68.2,0
196,Tennessee Tech (OVC),33,17-16,"2,376",72,"2,376",72,0
196,Southern Ill. (MVC),33,14-19,"2,208",66.9,"2,208",66.9,0
196,Texas Tech (Big 12),32,14-18,"2,190",68.4,"2,190",68.4,0
199,Milwaukee (Horizon),35,21-14,"2,465",70.4,"2,469",70.5,-0.1
200,Georgia Tech (ACC),33,16-17,"2,200",66.7,"2,204",66.8,-0.1
201,Illinois St. (MVC),34,18-16,"2,323",68.3,"2,329",68.5,-0.2
202,Washington (Pac-12),32,17-15,"2,384",74.5,"2,390",74.7,-0.2
203,Charlotte (C-USA),31,17-14,"2,215",71.5,"2,221",71.6,-0.2
204,Rhode Island (Atlantic 10),32,14-18,"2,169",67.8,"2,178",68.1,-0.3
205,Sacramento St. (Big Sky),30,14-16,"2,070",69,"2,079",69.3,-0.3
206,Old Dominion (C-USA),36,18-18,"2,311",64.2,"2,322",64.5,-0.3
207,North Dakota (Big Sky),34,17-17,"2,526",74.3,"2,537",74.6,-0.3
208,Duquesne (Atlantic 10),30,13-17,"2,200",73.3,"2,211",73.7,-0.4
208,Auburn (SEC),30,14-16,"2,144",71.5,"2,155",71.8,-0.4
210,Hartford (America East),33,17-16,"2,162",65.5,"2,177",66,-0.5
211,Long Beach St. (Big West),32,15-17,"2,236",69.9,"2,255",70.5,-0.6
212,Northern Ill. (MAC),32,15-17,"1,992",62.3,"2,012",62.9,-0.6
213,La Salle (Atlantic 10),31,15-16,"2,100",67.7,"2,120",68.4,-0.6
214,Cal Poly (Big West),34,14-20,"2,141",63,"2,163",63.6,-0.6
215,CSUN (Big West),35,17-18,"2,689",76.8,"2,712",77.5,-0.7
216,Siena (MAAC),38,20-18,"2,635",69.3,"2,662",70.1,-0.7
217,Morgan St. (MEAC),31,15-16,"2,215",71.5,"2,239",72.2,-0.8
218,Army West Point (Patriot),31,15-16,"2,244",72.4,"2,269",73.2,-0.8
219,UCF (AAC),31,13-18,"2,253",72.7,"2,281",73.6,-0.9
220,Vanderbilt (SEC),31,15-16,"2,002",64.6,"2,032",65.5,-1
221,Pacific (WCC),34,18-16,"2,484",73.1,"2,523",74.2,-1.1
222,Wake Forest (ACC),33,17-16,"2,300",69.7,"2,341",70.9,-1.2
223,Pepperdine (WCC),31,15-16,"2,206",71.2,"2,247",72.5,-1.3
224,Central Mich. (MAC),31,21-Oct,"2,246",72.5,"2,288",73.8,-1.4
224,FIU (C-USA),31,15-16,"2,128",68.6,"2,170",70,-1.4
226,Western Ill. (Summit League),30,20-Oct,"1,838",61.3,"1,880",62.7,-1.4
227,UT Arlington (Sun Belt),32,15-17,"2,443",76.3,"2,488",77.8,-1.4
227,Northern Ariz. (Big Sky),32,15-17,"2,144",67,"2,189",68.4,-1.4
229,Nevada (Mountain West),32,15-17,"2,316",72.4,"2,364",73.9,-1.5
229,Bowling Green (MAC),32,20-Dec,"2,007",62.7,"2,055",64.2,-1.5
231,South Alabama (Sun Belt),31,20-Nov,"2,134",68.8,"2,182",70.4,-1.5
232,South Carolina (SEC),34,14-20,"2,323",68.3,"2,376",69.9,-1.6
233,High Point (Big South),31,16-15,"2,203",71.1,"2,253",72.7,-1.6
233,Troy (Sun Belt),31,20-Nov,"2,121",68.4,"2,171",70,-1.6
235,Montana St. (Big Sky),31,14-17,"2,109",68,"2,165",69.8,-1.8
236,North Florida (ASUN),32,16-16,"2,318",72.4,"2,377",74.3,-1.8
237,Mount St. Mary's (NEC),33,16-17,"2,504",75.9,"2,566",77.8,-1.9
238,Houston (AAC),33,17-16,"2,345",71.1,"2,409",73,-1.9
239,Idaho (WAC),34,16-18,"2,461",72.4,"2,536",74.6,-2.2
240,Fla. Atlantic (C-USA),32,22-Oct,"2,120",66.3,"2,192",68.5,-2.3
241,South Dakota (Summit League),30,18-Dec,"2,084",69.5,"2,152",71.7,-2.3
242,Alabama A&M (SWAC),30,14-16,"1,936",64.5,"2,005",66.8,-2.3
243,Bradley (MVC),32,20-Dec,"2,036",63.6,"2,113",66,-2.4
244,George Mason (Atlantic 10),31,20-Nov,"2,154",69.5,"2,233",72,-2.5
245,Little Rock (Sun Belt),32,15-17,"2,288",71.5,"2,371",74.1,-2.6
246,Saint Peter's (MAAC),31,14-17,"1,961",63.3,"2,042",65.9,-2.6
247,Lipscomb (ASUN),30,15-15,"2,276",75.9,"2,355",78.5,-2.6
248,Rider (MAAC),31,14-17,"2,292",73.9,"2,374",76.6,-2.6
249,North Texas (C-USA),32,16-16,"2,228",69.6,"2,313",72.3,-2.7
250,Lehigh (Patriot),32,14-18,"2,121",66.3,"2,207",69,-2.7
251,Austin Peay (OVC),30,18-Dec,"2,287",76.2,"2,368",78.9,-2.7
252,Florida A&M (MEAC),32,14-18,"2,281",71.3,"2,370",74.1,-2.8
252,Savannah St. (MEAC),32,13-19,"1,968",61.5,"2,057",64.3,-2.8
254,Northeastern (CAA),32,21-Nov,"2,109",65.9,"2,199",68.7,-2.8
255,Evansville (MVC),33,14-19,"2,290",69.4,"2,383",72.2,-2.8
256,Southeastern La. (Southland),30,18-Dec,"2,085",69.5,"2,172",72.4,-2.9
257,Loyola Chicago (MVC),32,22-Oct,"2,105",65.8,"2,199",68.7,-2.9
258,Oakland (Horizon),33,13-20,"2,455",74.4,"2,554",77.4,-3
259,Jackson St. (SWAC),31,20-Nov,"2,036",65.7,"2,131",68.7,-3.1
260,UC Riverside (Big West),31,21-Oct,"2,117",68.3,"2,214",71.4,-3.1
261,Air Force (Mountain West),30,18-Dec,"1,980",66,"2,074",69.1,-3.1
262,SIUE (OVC),31,20-Nov,"2,264",73,"2,364",76.3,-3.2
263,Delaware St. (MEAC),30,21-Sep,"1,847",61.6,"1,946",64.9,-3.3
264,UNC Greensboro (SoCon),32,14-18,"2,267",70.8,"2,373",74.2,-3.3
265,Lafayette (Patriot),31,20-Nov,"2,212",71.4,"2,315",74.7,-3.3
266,Mississippi St. (SEC),33,14-19,"2,234",67.7,"2,353",71.3,-3.6
267,Marist (MAAC),31,19-Dec,"2,119",68.4,"2,233",72,-3.7
268,Alcorn (SWAC),31,19-Dec,"1,985",64,"2,101",67.8,-3.7
269,LMU (CA) (WCC),32,13-19,"2,345",73.3,"2,468",77.1,-3.8
270,Northwestern (Big Ten),33,14-19,"1,964",59.5,"2,091",63.4,-3.8
271,App State (SoCon),30,21-Sep,"2,034",67.8,"2,152",71.7,-3.9
272,Cal St. Fullerton (Big West),31,20-Nov,"2,092",67.5,"2,215",71.5,-4
273,Campbell (Big South),32,20-Dec,"2,164",67.6,"2,291",71.6,-4
274,Monmouth (MAAC),32,21-Nov,"2,208",69,"2,338",73.1,-4.1
275,Virginia Tech (ACC),31,22-Sep,"1,950",62.9,"2,077",67,-4.1
276,ULM (Sun Belt),27,17-Oct,"1,738",64.4,"1,851",68.6,-4.2
277,Temple (AAC),31,22-Sep,"2,291",73.9,"2,421",78.1,-4.2
278,Nicholls (Southland),29,14-15,"1,986",68.5,"2,114",72.9,-4.4
279,Miami (OH) (MAC),31,13-18,"2,023",65.3,"2,160",69.7,-4.4
280,Navy (Patriot),30,21-Sep,"1,820",60.7,"1,957",65.2,-4.6
281,Texas St. (Sun Belt),31,23-Aug,"1,903",61.4,"2,047",66,-4.6
282,Hofstra (CAA),33,23-Oct,"2,260",68.5,"2,414",73.2,-4.7
283,Washington St. (Pac-12),31,21-Oct,"1,934",62.4,"2,081",67.1,-4.7
284,Southern California (Pac-12),32,21-Nov,"2,258",70.6,"2,410",75.3,-4.8
285,Boston College (ACC),32,24-Aug,"2,197",68.7,"2,354",73.6,-4.9
286,New Orleans (Southland),26,15-Nov,"1,858",71.5,"1,987",76.4,-5
287,UTRGV (WAC),32,23-Sep,"2,101",65.7,"2,262",70.7,-5
288,Rutgers (AAC),33,21-Dec,"2,347",71.1,"2,515",76.2,-5.1
289,South Fla. (AAC),32,20-Dec,"2,100",65.6,"2,264",70.8,-5.1
290,Jacksonville (ASUN),30,18-Dec,"2,231",74.4,"2,385",79.5,-5.1
291,Jacksonville St. (OVC),31,21-Oct,"2,014",65,"2,176",70.2,-5.2
292,Coppin St. (MEAC),32,20-Dec,"2,231",69.7,"2,403",75.1,-5.4
293,James Madison (CAA),31,20-Nov,"1,959",63.2,"2,130",68.7,-5.5
294,Tulane (C-USA),34,17-17,"2,164",63.6,"2,357",69.3,-5.7
295,UIC (Horizon),31,25-Jun,"2,071",66.8,"2,248",72.5,-5.7
296,Eastern Ill. (OVC),30,19-Nov,"2,030",67.7,"2,206",73.5,-5.9
297,Samford (SoCon),33,13-20,"2,327",70.5,"2,521",76.4,-5.9
298,DePaul (Big East),33,21-Dec,"2,290",69.4,"2,487",75.4,-6
299,Fordham (Atlantic 10),31,21-Oct,"2,224",71.7,"2,419",78,-6.3
300,UNCW (CAA),32,23-Sep,"2,018",63.1,"2,221",69.4,-6.3
301,Chicago St. (WAC),32,13-19,"2,232",69.8,"2,439",76.2,-6.5
302,Fairleigh Dickinson (NEC),31,21-Oct,"2,157",69.6,"2,358",76.1,-6.5
303,Fairfield (MAAC),32,25-Jul,"2,030",63.4,"2,240",70,-6.6
304,Penn (Ivy League),28,20-Aug,"1,911",68.3,"2,095",74.8,-6.6
305,Central Conn. St. (NEC),30,19-Nov,"2,117",70.6,"2,318",77.3,-6.7
305,Loyola Maryland (Patriot),30,19-Nov,"1,957",65.2,"2,158",71.9,-6.7
307,Central Ark. (Southland),29,21-Aug,"2,165",74.7,"2,360",81.4,-6.7
308,Tennessee St. (OVC),30,25-May,"2,061",68.7,"2,265",75.5,-6.8
309,Niagara (MAAC),33,26-Jul,"2,484",75.3,"2,709",82.1,-6.8
310,Bethune-Cookman (MEAC),32,25-Jul,"2,032",63.5,"2,252",70.4,-6.9
311,Sacred Heart (NEC),31,26-May,"2,162",69.7,"2,378",76.7,-7
312,Kansas City (WAC),30,20-Oct,"2,085",69.5,"2,295",76.5,-7
312,New Hampshire (America East),30,24-Jun,"1,735",57.8,"1,945",64.8,-7
314,UT Martin (OVC),31,23-Aug,"2,304",74.3,"2,526",81.5,-7.2
315,UMBC (America East),30,21-Sep,"1,968",65.6,"2,185",72.8,-7.2
316,The Citadel (SoCon),33,26-Jul,"2,211",67,"2,453",74.3,-7.3
317,Ark.-Pine Bluff (SWAC),31,13-18,"1,957",63.1,"2,188",70.6,-7.5
318,UC Davis (Big West),31,22-Sep,"2,174",70.1,"2,408",77.7,-7.5
318,Saint Francis (PA) (NEC),31,21-Oct,"1,916",61.8,"2,150",69.4,-7.5
320,Rice (C-USA),30,23-Jul,"1,853",61.8,"2,083",69.4,-7.7
321,Prairie View (SWAC),34,23-Nov,"2,362",69.5,"2,623",77.1,-7.7
322,N.C. A&T (MEAC),32,23-Sep,"2,089",65.3,"2,342",73.2,-7.9
323,UTSA (C-USA),30,22-Aug,"2,066",68.9,"2,304",76.8,-7.9
324,McNeese (Southland),31,20-Nov,"2,111",68.1,"2,358",76.1,-8
325,IUPUI (Summit League),32,26-Jun,"2,126",66.4,"2,383",74.5,-8
326,Furman (SoCon),30,21-Sep,"1,955",65.2,"2,196",73.2,-8
327,LIU (NEC),29,20-Sep,"2,080",71.7,"2,315",79.8,-8.1
328,Ball St. (MAC),30,25-May,"1,967",65.6,"2,214",73.8,-8.2
329,UMES (MEAC),30,24-Jun,"1,996",66.5,"2,251",75,-8.5
330,TCU (Big 12),31,22-Sep,"1,973",63.6,"2,247",72.5,-8.8
331,Mississippi Val. (SWAC),32,23-Sep,"2,293",71.7,"2,582",80.7,-9
332,Houston Baptist (Southland),31,25-Jun,"2,091",67.5,"2,373",76.5,-9.1
333,San Jose St. (Mountain West),31,24-Jul,"1,938",62.5,"2,222",71.7,-9.2
334,Kennesaw St. (ASUN),31,25-Jun,"2,016",65,"2,304",74.3,-9.3
335,Howard (MEAC),33,25-Aug,"2,020",61.2,"2,344",71,-9.8
336,South Carolina St. (MEAC),30,21-Sep,"1,883",62.8,"2,180",72.7,-9.9
