Year,Team,Power 5 School,Games,W,L,Win Pct,RPG,OPP RPG,REB MAR,FGPG,FGAPG,FG%,OPP FGPG,OPP FGAPG,OPP FG%,ASTPG,TOPG,AST/TO Ratio,OPP 3FGPG,OPP 3FGAPG,OPP 3FG%,FTPG,FTAPG,FT%,PPG,OPP PPG,SCR MAR,3FGPG,3FGAPG,3FG%
2014,Manhattan (MAAC),False,33,25,8,75.8,37.4,36.3,1.1,25.09090909090909,55.666666666666664,45.1,22.393939393939394,54.81818181818182,40.9,13.121212121212121,14.181818181818182,0.93,4.96969696969697,15.212121212121213,32.7,20.484848484848484,30.87878787878788,66.3,77.0,70.0,6.9,6.303030303030303,17.09090909090909,36.9
2014,Michigan (Big Ten),True,37,28,9,75.7,31.4,31.2,0.2,25.54054054054054,53.567567567567565,47.7,24.45945945945946,55.0,44.5,14.18918918918919,9.324324324324325,1.52,5.4324324324324325,17.08108108108108,31.8,14.243243243243244,18.675675675675677,76.3,73.9,65.1,8.9,8.621621621621621,21.45945945945946,40.2
2014,UCLA (Pac-12),True,37,28,9,75.7,35.4,33.6,1.7,29.0,59.351351351351354,48.9,24.27027027027027,56.83783783783784,42.7,17.18918918918919,10.243243243243244,1.68,8.135135135135135,23.62162162162162,34.4,16.972972972972972,22.675675675675677,74.9,81.2,70.4,10.8,6.1891891891891895,16.2972972972973,38.0
2014,Mercer (ASUN),False,36,27,9,75.0,37.2,33.1,4.1,27.27777777777778,57.25,47.6,22.555555555555557,56.19444444444444,40.1,16.27777777777778,11.666666666666666,1.4,6.555555555555555,21.63888888888889,30.3,16.166666666666668,21.97222222222222,73.6,78.8,66.9,11.8,8.055555555555555,21.0,38.4
2014,VCU (Atlantic 10),False,35,26,9,74.3,37.6,36.7,0.9,26.34285714285714,62.74285714285714,42.0,23.085714285714285,53.4,43.2,13.114285714285714,12.228571428571428,1.07,4.857142857142857,16.02857142857143,30.3,14.857142857142858,22.057142857142857,67.4,75.0,65.2,9.8,7.428571428571429,21.257142857142856,34.9
2014,Duke (ACC),True,35,26,9,74.3,34.5,32.5,2.0,26.542857142857144,57.714285714285715,46.0,24.228571428571428,53.142857142857146,45.6,14.542857142857143,9.542857142857143,1.52,3.942857142857143,12.82857142857143,30.7,16.314285714285713,22.37142857142857,72.9,78.4,67.4,11.0,9.028571428571428,22.885714285714286,39.5
2014,Georgia St. (Sun Belt),False,34,25,9,73.5,31.6,36.3,-4.7,26.470588235294116,56.55882352941177,46.8,23.647058823529413,56.14705882352941,42.1,13.264705882352942,8.088235294117647,1.64,7.852941176470588,23.058823529411764,34.1,17.323529411764707,22.264705882352942,77.8,77.7,68.5,9.1,7.411764705882353,19.764705882352942,37.5
2014,SMU (AAC),False,37,27,10,73.0,36.0,31.3,4.8,25.324324324324323,52.37837837837838,48.3,20.594594594594593,53.432432432432435,38.5,15.162162162162161,13.324324324324325,1.14,6.702702702702703,20.89189189189189,32.1,15.64864864864865,22.91891891891892,68.3,71.0,62.2,8.8,,,
2014,Massachusetts (Atlantic 10),False,33,24,9,72.7,38.4,35.5,2.8,27.272727272727273,59.42424242424242,45.9,25.545454545454547,60.15151515151515,42.5,15.090909090909092,13.515151515151516,1.12,5.0,16.21212121212121,30.8,15.909090909090908,23.303030303030305,68.3,75.8,71.2,4.6,5.363636363636363,15.515151515151516,34.6
2014,George Washington (Atlantic 10),False,33,24,9,72.7,37.2,33.7,3.5,25.424242424242426,54.90909090909091,46.3,23.87878787878788,57.42424242424242,41.6,13.969696969696969,12.969696969696969,1.08,6.484848484848484,20.757575757575758,31.2,16.666666666666668,25.575757575757574,65.2,73.2,67.0,6.2,5.666666666666667,15.575757575757576,36.4
2014,Middle Tenn. (C-USA),False,33,24,9,72.7,36.7,31.9,4.8,24.727272727272727,54.39393939393939,45.5,21.09090909090909,51.333333333333336,41.1,13.121212121212121,12.606060606060606,1.04,5.151515151515151,15.969696969696969,32.3,16.03030303030303,24.12121212121212,66.5,70.9,62.6,8.2,5.393939393939394,15.757575757575758,34.2
2014,Kentucky (SEC),True,40,29,11,72.5,40.2,30.8,9.4,25.1,55.35,45.3,23.325,56.775,41.1,11.15,12.025,0.93,5.55,17.225,32.2,19.525,28.65,68.2,74.8,66.6,8.2,5.075,15.275,33.2
2014,New Mexico St. (WAC),False,36,26,10,72.2,37.4,32.5,4.9,26.0,53.27777777777778,48.8,23.97222222222222,59.80555555555556,40.1,13.166666666666666,12.694444444444445,1.04,4.5,13.666666666666666,32.9,19.583333333333332,28.52777777777778,68.6,77.0,67.1,9.9,5.388888888888889,14.527777777777779,37.1
2014,Pittsburgh (ACC),True,36,26,10,72.2,35.9,30.0,5.9,24.86111111111111,54.0,46.0,21.416666666666668,52.0,41.2,15.63888888888889,10.36111111111111,1.51,5.694444444444445,17.444444444444443,32.6,17.02777777777778,23.916666666666668,71.2,71.8,61.9,9.9,5.083333333333333,14.5,35.1
2014,Belmont (OVC),False,36,26,10,72.2,31.2,32.7,-1.5,27.305555555555557,54.80555555555556,49.8,25.38888888888889,55.25,46.0,15.86111111111111,12.86111111111111,1.23,6.888888888888889,19.694444444444443,35.0,16.305555555555557,22.055555555555557,73.9,79.9,73.9,6.0,8.972222222222221,22.86111111111111,39.2
2014,Delaware (CAA),False,35,25,10,71.4,36.1,39.0,-2.9,26.742857142857144,60.22857142857143,44.4,26.742857142857144,60.42857142857143,44.3,10.771428571428572,9.542857142857143,1.13,6.257142857142857,19.142857142857142,32.7,18.8,26.428571428571427,71.1,79.5,75.7,3.8,7.2,20.771428571428572,34.7
2014,Ohio St. (Big Ten),True,35,25,10,71.4,33.9,33.6,0.3,24.085714285714285,53.57142857142857,45.0,21.742857142857144,53.51428571428571,40.6,12.028571428571428,11.257142857142858,1.07,4.942857142857143,16.885714285714286,29.3,15.6,22.65714285714286,68.9,69.5,59.8,9.7,5.714285714285714,17.62857142857143,32.4
